time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
0,0,0.4344,0.4781,54,0.5948,0.6932
0,1,0.4744,0.7781,15,0.4996,0.7887
0,2,0.8031,0.975,3,0.6453,0.6637
0,3,0.5742,0.9094,14,0.5748,0.7871
0,4,0.3563,0.5344,54,0.6854,0.7379
0,5,0.7687,0.9,21,0.5063,0.6769
0,6,0.7469,0.975,6,0.344,0.532
0,7,0.7062,0.9844,3,0.5097,0.5816
0,8,0.7148,0.8344,21,0.6078,0.7303
0,9,0.5375,0.8531,6,0.7664,0.8723
0,10,0.5109,0.9281,23,0.2855,0.6526
0,11,0.5602,0.7031,42,0.506,0.6075
0,12,0.1844,0.3375,38,0.5036,0.8208
0,13,0.2156,0.5344,45,0.3557,0.698
0,14,0.5531,0.9094,15,0.6227,0.8243
0,15,0.3469,0.525,68,0.2475,0.5526
0,16,0.2719,0.4219,51,0.5917,0.7243
0,17,0.4922,0.6281,27,0.7725,0.7731
0,18,0.2297,0.3281,36,0.5835,0.8326
0,19,0.225,0.3094,90,0.4818,0.5928
0,20,0.1172,0.15,143,0.4527,0.5119
0,21,0.1219,0.1406,95,0.529,0.669
0,22,0.225,0.3187,87,0.6062,0.6115
0,23,0.2125,0.2812,42,0.5029,0.8174
0,24,0.1906,0.2812,80,0.429,0.6522
0,25,0.2742,0.3469,48,0.568,0.8065
0,26,0.0984,0.1875,66,0.3731,0.7462
0,27,0.1031,0.2062,72,0.3583,0.7165
5,0,0.625,0.7594,17,0.7233,0.8235
5,1,0.6412,0.9281,6,0.7359,0.8563
5,2,0.8844,0.9938,2,0.5314,0.831
5,3,0.6727,0.975,6,0.6657,0.8142
5,4,0.4344,0.6844,27,0.7301,0.7644
5,5,0.8594,0.9938,2,0.4872,0.8235
5,6,0.7875,0.9844,3,0.7063,0.88
5,7,0.7844,0.9938,2,0.5145,0.7742
5,8,0.7125,0.8812,6,0.8217,0.9032
5,9,0.5969,0.8438,15,0.7545,0.8071
5,10,0.5531,0.9938,2,0.339,0.7614
5,11,0.682,0.975,8,0.5655,0.7578
5,12,0.2125,0.3281,30,0.6407,0.8605
5,13,0.2569,0.675,27,0.4476,0.775
5,14,0.6141,0.9563,3,0.8115,0.8318
5,15,0.4438,0.6562,21,0.4576,0.8091
5,16,0.4031,0.6,15,0.7367,0.8828
5,17,0.675,0.7969,9,0.8573,0.8615
5,18,0.3141,0.4031,26,0.6134,0.8639
5,19,0.3141,0.3844,39,0.6366,0.802
5,20,0.1406,0.1594,63,0.6983,0.7758
5,21,0.1266,0.15,72,0.7021,0.7353
5,22,0.2344,0.3375,54,0.6208,0.7453
5,23,0.2562,0.3656,36,0.5665,0.8349
5,24,0.2844,0.4219,30,0.5275,0.8378
5,25,0.307,0.4219,39,0.6457,0.8482
5,26,0.1078,0.2062,56,0.3898,0.7795
5,27,0.1172,0.2344,72,0.3531,0.7061
10,0,0.7438,0.9,11,0.6917,0.837
10,1,0.7312,0.975,5,0.578,0.8433
10,2,0.9219,0.9938,2,0.5644,0.8846
10,3,0.7008,0.9938,2,0.5816,0.7931
10,4,0.4813,0.7219,21,0.794,0.8743
10,5,0.8937,0.9938,2,0.5308,0.8652
10,6,0.7844,0.9469,3,0.7626,0.8235
10,7,0.8187,0.9844,3,0.6728,0.8448
10,8,0.7125,0.9094,6,0.8123,0.9077
10,9,0.6031,0.8344,12,0.8137,0.904
10,10,0.5602,0.9938,2,0.3581,0.795
10,11,0.7031,0.9938,2,0.5411,0.8356
10,12,0.225,0.2906,54,0.591,0.7621
10,13,0.285,0.7594,15,0.5007,0.91
10,14,0.6445,0.9844,3,0.728,0.8916
10,15,0.4875,0.7781,24,0.4088,0.7757
10,16,0.4875,0.675,15,0.6355,0.8558
10,17,0.7875,0.8531,9,0.82,0.8315
10,18,0.3656,0.4594,27,0.6859,0.8439
10,19,0.3937,0.4688,66,0.6086,0.6118
10,20,0.1594,0.2156,66,0.7057,0.77
10,21,0.1172,0.1406,62,0.7235,0.7745
10,22,0.225,0.3187,51,0.7589,0.7661
10,23,0.275,0.375,36,0.5586,0.8278
10,24,0.3219,0.4781,24,0.5205,0.8563
10,25,0.3258,0.4875,45,0.6479,0.7435
10,26,0.1219,0.2344,54,0.3898,0.7796
10,27,0.1406,0.2812,42,0.4087,0.8174
15,0,0.7812,0.9281,3,0.8389,0.8696
15,1,0.7594,0.9844,3,0.6711,0.8828
15,2,0.9,0.975,3,0.7213,0.7931
15,3,0.7266,0.9938,2,0.5557,0.7558
15,4,0.5344,0.8063,15,0.8124,0.8421
15,5,0.9188,0.9844,3,0.6442,0.9077
15,6,0.825,0.975,3,0.7354,0.8739
