time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
0,0,0.4625,0.5437,39,0.6713,0.7958
0,1,0.5569,0.8438,15,0.589,0.8193
0,2,0.9031,0.9656,9,0.5535,0.76
0,3,0.5813,0.9563,6,0.6879,0.8636
0,4,0.4094,0.6188,27,0.6784,0.8245
0,5,0.7281,0.8719,18,0.5175,0.8767
0,6,0.6656,0.9469,14,0.5032,0.7784
0,7,0.7562,0.9938,2,0.4163,0.7794
0,8,0.7078,0.8812,14,0.6959,0.7363
0,9,0.5125,0.7031,27,0.724,0.8151
0,10,0.5109,0.9844,3,0.4231,0.8043
0,11,0.5578,0.7312,20,0.7165,0.7674
0,12,0.1812,0.3187,45,0.4283,0.7936
0,13,0.2419,0.6469,24,0.3991,0.7876
0,14,0.5906,0.9094,9,0.7101,0.7383
0,15,0.3406,0.525,39,0.4449,0.7622
0,16,0.2766,0.4406,27,0.5461,0.8492
0,17,0.5484,0.675,27,0.754,0.8541
0,18,0.2297,0.3094,60,0.6014,0.7285
0,19,0.2156,0.3,105,0.4653,0.5312
0,20,0.1313,0.15,120,0.4689,0.5775
0,21,0.1172,0.1406,111,0.5686,0.6172
0,22,0.2766,0.3844,45,0.7749,0.7782
0,23,0.2,0.3187,63,0.4427,0.711
0,24,0.1813,0.2906,54,0.4689,0.7769
0,25,0.307,0.4219,33,0.6953,0.8619
0,26,0.1313,0.2531,36,0.4247,0.8494
0,27,0.1125,0.2156,81,0.3386,0.6773
5,0,0.5687,0.6281,21,0.7212,0.8235
5,1,0.6431,0.9375,12,0.5464,0.7581
5,2,0.8875,0.975,3,0.637,0.8315
5,3,0.6117,0.9187,6,0.7547,0.878
5,4,0.4875,0.5906,36,0.755,0.8107
5,5,0.8281,0.975,5,0.6197,0.8302
5,6,0.7625,0.9938,2,0.5463,0.8696
5,7,0.7406,0.9938,2,0.5158,0.7892
5,8,0.7172,0.9,6,0.848,0.9077
5,9,0.5406,0.7312,15,0.8128,0.8256
5,10,0.5133,0.9938,2,0.3897,0.7857
