time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
0,0,0.3344,0.375,57,0.6248,0.7273
0,1,0.4763,0.8063,9,0.5366,0.8673
0,2,0.8312,0.9375,9,0.6109,0.7973
0,3,0.5508,0.9375,8,0.5222,0.7769
0,4,0.3531,0.5344,54,0.6229,0.6887
0,5,0.7,0.8531,24,0.6431,0.8421
0,6,0.6219,0.8531,30,0.564,0.703
0,7,0.7219,0.9844,3,0.6286,0.7857
0,8,0.668,0.7875,29,0.5984,0.6818
0,9,0.4781,0.7406,39,0.698,0.7854
0,10,0.443,0.8625,29,0.3512,0.7972
0,11,0.5062,0.6281,21,0.6651,0.8235
0,12,0.1594,0.2906,77,0.4696,0.7345
0,13,0.2156,0.525,41,0.3672,0.7716
0,14,0.5344,0.8531,18,0.7087,0.7521
0,15,0.3125,0.4781,86,0.3173,0.5029
0,16,0.2766,0.4219,33,0.6266,0.8216
0,17,0.5203,0.7031,39,0.6391,0.6887
0,18,0.2484,0.3844,45,0.4967,0.7716
0,19,0.1828,0.3,60,0.5667,0.7321
0,20,0.1359,0.1781,144,0.3659,0.4525
0,21,0.0844,0.1125,141,0.3908,0.5035
0,22,0.2344,0.3281,105,0.5267,0.5418
0,23,0.1938,0.2625,99,0.3935,0.5909
0,24,0.1812,0.2812,66,0.4651,0.713
0,25,0.2883,0.3937,45,0.7299,0.8185
0,26,0.1313,0.2531,57,0.3808,0.7615
0,27,0.1313,0.2531,54,0.387,0.7741
5,0,0.475,0.5906,38,0.6117,0.7683
5,1,0.6038,0.8063,9,0.6594,0.8548
5,2,0.8937,0.9469,6,0.742,0.7931
5,3,0.6281,0.9938,2,0.5714,0.815
5,4,0.4438,0.7219,12,0.7336,0.8652
5,5,0.7781,0.975,6,0.6341,0.872
5,6,0.6875,0.9469,5,0.7613,0.795
5,7,0.7625,0.9844,3,0.6995,0.8786
5,8,0.7219,0.9,6,0.783,0.8737
5,9,0.55,0.7125,18,0.8139,0.856
5,10,0.4852,0.9656,3,0.5544,0.8591
5,11,0.607,0.75,18,0.7631,0.8537
5,12,0.1812,0.2812,68,0.5684,0.7108
5,13,0.2175,0.5437,36,0.4358,0.8252
5,14,0.6352,0.9938,2,0.645,0.8795
5,15,0.4125,0.6469,24,0.4729,0.8168
5,16,0.3891,0.5625,32,0.6666,0.7714
5,17,0.6422,0.7875,12,0.8279,0.8323
5,18,0.3141,0.4688,18,0.5363,0.8941
5,19,0.225,0.3563,65,0.6974,0.7103
5,20,0.1547,0.1688,144,0.4356,0.4764
5,21,0.0891,0.1125,92,0.4735,0.6761
5,22,0.2203,0.2906,42,0.72,0.815
5,23,0.2188,0.3469,27,0.529,0.8708
5,24,0.2344,0.4313,36,0.502,0.8022
5,25,0.3164,0.4688,27,0.7486,0.8412
5,26,0.1313,0.2531,42,0.4121,0.8243
5,27,0.1406,0.2719,57,0.3777,0.7554
10,0,0.5906,0.7594,30,0.6795,0.8299
10,1,0.6806,0.8812,6,0.7592,0.8421
10,2,0.9125,0.9656,6,0.6238,0.717
10,3,0.6797,0.9844,3,0.6867,0.8356
10,4,0.5062,0.7312,12,0.7619,0.8605
10,5,0.8125,0.9844,3,0.6363,0.7902
10,6,0.6844,0.9469,3,0.8347,0.8763
10,7,0.825,0.9844,3,0.5177,0.7532
10,8,0.7195,0.8906,6,0.7459,0.8831
10,9,0.5812,0.7219,12,0.8414,0.8652
10,10,0.4922,0.975,3,0.5639,0.9051
10,11,0.6914,0.9094,9,0.7462,0.7902
10,12,0.2125,0.3281,60,0.6412,0.7909
10,13,0.2231,0.5719,29,0.4688,0.8302
10,14,0.682,0.9938,2,0.6275,0.8673
10,15,0.475,0.75,20,0.4526,0.8077
10,16,0.4734,0.6375,21,0.7421,0.819
10,17,0.7125,0.8438,12,0.8016,0.8433
10,18,0.3563,0.525,18,0.5446,0.8816
10,19,0.2906,0.4688,65,0.6662,0.7148
10,20,0.1781,0.2437,89,0.6048,0.6322
10,21,0.0984,0.1219,107,0.487,0.6192
10,22,0.2062,0.2812,47,0.7036,0.7957
10,23,0.2406,0.4219,42,0.4773,0.773
10,24,0.2938,0.5813,36,0.4878,0.7321
10,25,0.3164,0.4781,33,0.7541,0.8636
10,26,0.1219,0.2344,57,0.3837,0.7673
10,27,0.1453,0.2812,45,0.4022,0.8043
15,0,0.6813,0.8812,15,0.706,0.8256
15,1,0.7238,0.9375,6,0.7635,0.7857
15,2,0.9219,0.9656,3,0.7276,0.8085
15,3,0.7148,0.9938,2,0.5985,0.8487
15,4,0.5656,0.8344,12,0.7736,0.84
15,5,0.8219,0.9938,2,0.562,0.8929
15,6,0.7062,0.9563,3,0.814,0.8901
15,7,0.85,0.9938,2,0.3197,0.709
15,8,0.7523,0.9375,6,0.7814,0.8393
15,9,0.6,0.7875,9,0.8248,0.8676
15,10,0.5016,0.9656,3,0.6072,0.8902
15,11,0.6891,0.9187,3,0.8125,0.8846
15,12,0.2312,0.3375,60,0.6314,0.7865
15,13,0.2381,0.6094,21,0.5016,0.832
15,14,0.7008,0.9938,2,0.6201,0.8598
15,15,0.5062,0.7594,9,0.4719,0.8831
15,16,0.5109,0.6656,18,0.7363,0.8318
15,17,0.7453,0.8625,9,0.8473,0.8992
15,18,0.3703,0.5156,18,0.569,0.8839
15,19,0.3234,0.5156,35,0.7792,0.7842
15,20,0.1922,0.2906,45,0.694,0.8018
