time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
0,0,0.3312,0.3937,63,0.5937,0.7188
0,1,0.4219,0.675,29,0.5522,0.7836
0,2,0.7375,0.8719,17,0.6767,0.75
0,3,0.5297,0.8625,29,0.5408,0.6537
0,4,0.3219,0.5062,44,0.6664,0.7982
0,5,0.6719,0.7688,35,0.5054,0.7267
0,6,0.5844,0.8438,35,0.4784,0.6438
0,7,0.6906,0.9281,17,0.5632,0.766
0,8,0.5602,0.6562,30,0.5884,0.76
0,9,0.4625,0.675,39,0.612,0.8259
0,10,0.4289,0.8531,29,0.3553,0.5953
0,11,0.5227,0.6937,18,0.7582,0.8326
0,12,0.1656,0.3,72,0.4674,0.7517
0,13,0.2081,0.5344,32,0.3139,0.8512
0,14,0.5156,0.7969,32,0.5298,0.7893
0,15,0.3062,0.4688,101,0.2092,0.4059
0,16,0.225,0.3563,62,0.5823,0.699
0,17,0.4922,0.6469,30,0.7918,0.8491
0,18,0.2203,0.3375,59,0.434,0.7217
0,19,0.1875,0.2812,60,0.4937,0.7391
0,20,0.1453,0.2062,126,0.4107,0.5039
0,21,0.1172,0.1313,98,0.599,0.6475
0,22,0.2344,0.3375,89,0.612,0.6439
0,23,0.175,0.2437,62,0.4847,0.75
0,24,0.1812,0.3094,45,0.4845,0.7964
0,25,0.307,0.4406,27,0.7257,0.8911
0,26,0.1219,0.2344,65,0.3673,0.7347
0,27,0.1359,0.2625,45,0.4047,0.8093
5,0,0.4688,0.5344,27,0.6827,0.8354
5,1,0.5681,0.8438,9,0.7125,0.9053
5,2,0.8719,0.9844,3,0.6497,0.8393
5,3,0.6281,0.9844,3,0.669,0.795
5,4,0.4344,0.6562,21,0.7216,0.8091
5,5,0.8344,0.9844,3,0.6864,0.8636
5,6,0.7094,0.9375,6,0.8078,0.9118
5,7,0.7875,0.9938,2,0.4733,0.8291
5,8,0.6562,0.7969,9,0.8628,0.8732
5,9,0.5531,0.8156,9,0.8389,0.8618
5,10,0.525,0.9938,2,0.3692,0.7404
5,11,0.6,0.7406,18,0.7373,0.8509
5,12,0.1844,0.3187,30,0.5681,0.8624
5,13,0.2288,0.6,36,0.3852,0.7349
5,14,0.6047,0.9938,2,0.6083,0.85
5,15,0.3531,0.5437,30,0.4756,0.7945
5,16,0.3469,0.5531,36,0.5923,0.7483
5,17,0.6656,0.7969,15,0.8141,0.8591
5,18,0.3422,0.4688,36,0.5077,0.7882
5,19,0.2437,0.3656,48,0.6273,0.7635
5,20,0.1266,0.1594,111,0.4815,0.6172
5,21,0.1219,0.1313,57,0.7234,0.7993
5,22,0.2578,0.375,36,0.7355,0.82
5,23,0.2219,0.3375,45,0.4779,0.7877
5,24,0.2469,0.4031,33,0.5336,0.8272
5,25,0.307,0.45,33,0.6893,0.8701
5,26,0.1266,0.2437,57,0.3822,0.7645
5,27,0.1406,0.2719,60,0.3712,0.7425
10,0,0.5875,0.675,23,0.6386,0.8017
10,1,0.6412,0.9281,3,0.7115,0.8989
10,2,0.8969,0.9656,3,0.7752,0.8537
10,3,0.668,0.975,3,0.7541,0.8467
10,4,0.4719,0.6656,20,0.6485,0.8131
10,5,0.8563,0.9938,2,0.5175,0.82
10,6,0.7375,0.9844,3,0.7021,0.8827
10,7,0.8125,0.9938,2,0.5097,0.8291
10,8,0.6562,0.7969,9,0.8334,0.8676
10,9,0.5563,0.825,9,0.8316,0.8591
10,10,0.5344,0.9938,2,0.4098,0.8412
10,11,0.6398,0.8531,6,0.7778,0.8741
10,12,0.2031,0.3187,45,0.6141,0.8034
10,13,0.2475,0.6094,27,0.4219,0.8447
10,14,0.6281,0.9938,2,0.6036,0.8591
10,15,0.3937,0.5906,24,0.4529,0.8168
10,16,0.4125,0.6375,15,0.6373,0.8707
10,17,0.7312,0.8156,6,0.8695,0.8983
10,18,0.3844,0.4688,24,0.7107,0.8588
10,19,0.2906,0.4313,30,0.743,0.8352
10,20,0.1594,0.2344,111,0.5616,0.6212
10,21,0.1172,0.1313,54,0.7043,0.8058
10,22,0.2484,0.3563,36,0.749,0.8252
10,23,0.2563,0.4313,30,0.5141,0.8352
