time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
0,0,0.4062,0.45,62,0.582,0.6604
0,1,0.48,0.7688,24,0.5232,0.7391
0,2,0.8438,0.975,3,0.5748,0.625
0,3,0.6,0.9656,3,0.5238,0.7273
0,4,0.3563,0.5156,45,0.6733,0.775
0,5,0.7125,0.8812,23,0.5761,0.7214
0,6,0.6531,0.825,27,0.5823,0.7287
0,7,0.725,0.9844,3,0.6432,0.773
0,8,0.6234,0.7594,27,0.644,0.82
0,9,0.4906,0.7781,20,0.6918,0.7462
0,10,0.4852,0.9094,27,0.3138,0.703
0,11,0.5531,0.7125,24,0.6815,0.7692
0,12,0.1687,0.3187,50,0.481,0.7706
0,13,0.2119,0.5437,33,0.3805,0.8443
0,14,0.532,0.8719,9,0.7691,0.7984
0,15,0.3,0.4781,71,0.3371,0.6162
0,16,0.2859,0.4406,87,0.435,0.514
0,17,0.5672,0.7406,24,0.7704,0.8299
0,18,0.225,0.3375,45,0.5682,0.7877
0,19,0.225,0.3375,81,0.4991,0.6179
0,20,0.1406,0.1875,135,0.4473,0.4808
0,21,0.1125,0.1313,78,0.6335,0.731
0,22,0.2391,0.3656,66,0.6526,0.6749
0,23,0.1812,0.2531,60,0.4581,0.7521
0,24,0.2063,0.3563,51,0.5046,0.7615
0,25,0.2812,0.375,33,0.6186,0.8669
0,26,0.1172,0.225,108,0.2823,0.5645
0,27,0.1078,0.2062,87,0.3287,0.6575
5,0,0.5625,0.6937,32,0.7063,0.7423
5,1,0.6131,0.8438,9,0.7263,0.82
5,2,0.8906,0.9375,6,0.7308,0.7736
5,3,0.6562,0.9938,2,0.5629,0.8185
5,4,0.4906,0.6469,18,0.6958,0.8407
5,5,0.8531,0.9844,3,0.6666,0.8043
5,6,0.7781,0.9844,3,0.7037,0.8562
5,7,0.7562,0.9938,2,0.4843,0.7568
5,8,0.6961,0.9281,12,0.7088,0.9016
5,9,0.5594,0.7594,11,0.8081,0.8571
5,10,0.532,0.9844,3,0.5099,0.8676
5,11,0.6586,0.9187,6,0.8062,0.8318
5,12,0.225,0.3937,33,0.6356,0.8299
5,13,0.2344,0.6281,36,0.4093,0.7844
5,14,0.6094,0.9563,6,0.7259,0.8643
5,15,0.3656,0.6281,36,0.4952,0.7882
5,16,0.3516,0.525,27,0.5709,0.8224
5,17,0.6844,0.7969,9,0.7665,0.8615
5,18,0.3281,0.4313,39,0.5199,0.7857
5,19,0.2719,0.3844,57,0.6936,0.7107
