time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
0,0,0.3594,0.3937,38,0.6533,0.81
0,1,0.4519,0.7219,18,0.5983,0.7978
0,2,0.8219,0.8906,12,0.6499,0.7831
0,3,0.5555,0.9563,3,0.7719,0.8286
0,4,0.3219,0.4594,65,0.5983,0.6798
0,5,0.6469,0.7406,47,0.385,0.6108
0,6,0.6063,0.8156,47,0.3207,0.6608
0,7,0.7062,0.9844,3,0.5377,0.7005
0,8,0.6117,0.7781,18,0.6713,0.7636
0,9,0.4375,0.6656,47,0.6431,0.7957
0,10,0.443,0.8906,18,0.467,0.8686
0,11,0.518,0.6937,21,0.6398,0.7857
0,12,0.1812,0.3187,77,0.4364,0.6517
0,13,0.2231,0.6,30,0.3757,0.8544
0,14,0.5273,0.8063,18,0.6928,0.8494
0,15,0.3281,0.5156,92,0.1991,0.4065
0,16,0.2484,0.3937,47,0.5461,0.7577
0,17,0.5531,0.7125,18,0.8249,0.8454
0,18,0.2062,0.3094,65,0.5045,0.7059
0,19,0.2062,0.3469,60,0.507,0.7129
0,20,0.1641,0.225,147,0.3604,0.4073
0,21,0.1266,0.15,77,0.6011,0.7317
0,22,0.2531,0.3656,81,0.5714,0.601
0,23,0.1719,0.2531,63,0.4976,0.7549
0,24,0.1844,0.3094,69,0.4597,0.7184
0,25,0.2836,0.375,30,0.7178,0.8776
0,26,0.1031,0.2062,63,0.376,0.752
0,27,0.1313,0.2531,51,0.3933,0.7866
5,0,0.4813,0.5531,39,0.5862,0.7635
5,1,0.5981,0.825,9,0.5559,0.8393
5,2,0.8719,0.9281,6,0.6946,0.8983
5,3,0.6117,0.975,3,0.7525,0.8323
5,4,0.4188,0.5813,21,0.6752,0.8433
5,5,0.775,0.9469,3,0.8161,0.8302
5,6,0.7719,0.975,3,0.6755,0.7016
5,7,0.8219,0.9938,2,0.454,0.7534
5,8,0.6797,0.8531,9,0.8027,0.8496
5,9,0.5531,0.8531,8,0.7142,0.8298
5,10,0.5367,0.9938,2,0.4019,0.8383
5,11,0.5789,0.8344,9,0.8183,0.8686
5,12,0.2312,0.4031,36,0.6344,0.8115
5,13,0.2512,0.6469,18,0.3864,0.8407
5,14,0.6188,0.975,5,0.7203,0.8702
5,15,0.3875,0.6094,36,0.4679,0.712
5,16,0.3187,0.4594,36,0.6013,0.7919
5,17,0.6656,0.8156,12,0.8402,0.8839
5,18,0.2766,0.3656,24,0.5505,0.8818
5,19,0.225,0.3656,57,0.6719,0.7192
5,20,0.1547,0.1594,113,0.5581,0.5846
5,21,0.1359,0.1406,51,0.6355,0.8165
5,22,0.2719,0.3937,54,0.6292,0.7216
5,23,0.2406,0.3469,36,0.5524,0.8278
5,24,0.2563,0.4219,39,0.5256,0.7892
5,25,0.2766,0.375,29,0.7296,0.855
5,26,0.0984,0.1969,62,0.3794,0.7588
5,27,0.1313,0.2531,60,0.3745,0.749
10,0,0.5594,0.6562,18,0.762,0.8487
10,1,0.7163,0.9469,3,0.5597,0.8235
10,2,0.8969,0.975,3,0.7862,0.88
10,3,0.6516,0.9938,2,0.5925,0.8168
10,4,0.5094,0.6937,27,0.7332,0.7665
10,5,0.7875,0.975,5,0.6511,0.8302
10,6,0.8187,0.9938,2,0.4909,0.7453
10,7,0.8469,0.9844,3,0.5481,0.625
10,8,0.6703,0.8438,12,0.7726,0.8448
10,9,0.6031,0.8531,6,0.8316,0.8743
10,10,0.5672,0.9938,2,0.4148,0.8951
10,11,0.6281,0.8812,6,0.7775,0.877
10,12,0.2219,0.3656,30,0.6232,0.8522
10,13,0.2606,0.6469,15,0.434,0.8673
10,14,0.6562,0.9938,2,0.5961,0.8708
10,15,0.4344,0.6844,36,0.4359,0.664
10,16,0.4078,0.525,21,0.6952,0.8618
10,17,0.7266,0.8906,9,0.8071,0.8714
10,18,0.3469,0.45,65,0.3959,0.6307
10,19,0.2344,0.3656,30,0.7954,0.8522
10,20,0.1688,0.1875,69,0.553,0.7346
10,21,0.1406,0.1688,66,0.709,0.7676
10,22,0.2719,0.4125,42,0.5933,0.7766
10,23,0.2563,0.375,36,0.561,0.8371
10,24,0.2875,0.4969,39,0.5228,0.8107
10,25,0.2953,0.4219,33,0.6958,0.8385
10,26,0.0938,0.1875,74,0.3577,0.7154
10,27,0.1359,0.2531,60,0.3745,0.749
15,0,0.6188,0.75,18,0.7888,0.8156
15,1,0.7819,0.9563,3,0.6783,0.7857
15,2,0.8937,0.9938,2,0.5634,0.8615
15,3,0.6703,0.975,3,0.7474,0.8407
15,4,0.575,0.7781,15,0.7278,0.7887
15,5,0.8,0.9469,6,0.7175,0.7931
15,6,0.8156,0.975,3,0.7081,0.7722
15,7,0.8844,0.9844,3,0.4152,0.4455
15,8,0.6562,0.8625,9,0.7793,0.8209
15,9,0.6281,0.8063,9,0.791,0.8548
15,10,0.5602,0.9938,2,0.4325,0.8737
15,11,0.6562,0.9187,6,0.7898,0.8739
15,12,0.2344,0.3844,24,0.6385,0.8782
15,13,0.2812,0.7031,12,0.4237,0.8737
15,14,0.6656,0.975,3,0.7239,0.8186
15,15,0.4781,0.7594,21,0.4974,0.8037
15,16,0.45,0.5344,18,0.6761,0.8792
15,17,0.7922,0.975,5,0.6155,0.856
15,18,0.4219,0.5344,47,0.4305,0.6846
15,19,0.2484,0.375,51,0.7444,0.745
15,20,0.1781,0.2156,78,0.5664,0.6892
15,21,0.1453,0.1781,48,0.7387,0.831
15,22,0.3,0.4688,33,0.608,0.8059
15,23,0.2531,0.3937,39,0.5437,0.799
15,24,0.2594,0.4688,27,0.5423,0.8412
15,25,0.3023,0.4313,39,0.6643,0.8366
15,26,0.1031,0.1969,74,0.356,0.7121
15,27,0.1359,0.2437,60,0.376,0.7521
20,0,0.6375,0.7594,15,0.8237,0.8681
20,1,0.7913,0.9281,3,0.7247,0.8696
20,2,0.8625,0.9469,6,0.7962,0.88
20,3,0.6773,0.9563,3,0.7641,0.819
20,4,0.6219,0.8063,12,0.8112,0.8741
20,5,0.8094,0.9469,6,0.7395,0.8322
20,6,0.8094,0.9375,3,0.813,0.85
20,7,0.8906,0.9938,2,0.3578,0.6735
20,8,0.6586,0.8906,6,0.834,0.8767
20,9,0.675,0.8344,6,0.8071,0.8868
20,10,0.5953,0.9938,2,0.4489,0.925
20,11,0.6797,0.9187,6,0.7367,0.7902
20,12,0.2531,0.3937,35,0.6916,0.8196
20,13,0.2981,0.7219,15,0.4142,0.8315
20,14,0.7055,0.9844,3,0.6467,0.8325
20,15,0.4719,0.7406,18,0.5009,0.7831
20,16,0.4922,0.5531,12,0.6641,0.9161
20,17,0.7969,0.9844,3,0.628,0.856
20,18,0.4453,0.5344,18,0.709,0.8792
20,19,0.2391,0.3469,39,0.7718,0.8134
20,20,0.1969,0.225,78,0.6905,0.6955
20,21,0.1453,0.1875,90,0.5971,0.6864
20,22,0.2953,0.4594,27,0.627,0.8439
20,23,0.2719,0.4406,33,0.5815,0.8565
20,24,0.2625,0.4594,24,0.57,0.8613
20,25,0.3187,0.4781,33,0.7369,0.8299
20,26,0.0938,0.1781,39,0.4259,0.8517
20,27,0.15,0.2625,54,0.3856,0.7712
25,0,0.6437,0.7688,27,0.6988,0.8022
25,1,0.7931,0.9375,5,0.6528,0.8276
25,2,0.8469,0.9563,3,0.8383,0.8676
25,3,0.6727,0.9469,6,0.7583,0.8527
25,4,0.6531,0.8344,9,0.7453,0.8302
25,5,0.825,0.9469,3,0.7686,0.8696
25,6,0.8,0.9469,3,0.6845,0.9062
25,7,0.8594,0.9469,3,0.7221,0.8235
25,8,0.6398,0.8812,6,0.8378,0.8615
25,9,0.6813,0.825,9,0.8332,0.8776
25,10,0.6188,0.9938,2,0.437,0.8784
25,11,0.6539,0.8625,9,0.783,0.8618
25,12,0.2406,0.3844,35,0.6962,0.8223
25,13,0.2944,0.675,21,0.4415,0.8144
25,14,0.7055,0.9469,3,0.7526,0.8325
25,15,0.4625,0.7125,17,0.5485,0.8411
25,16,0.4875,0.4875,12,0.7805,0.9268
25,17,0.7922,0.9281,9,0.7225,0.8364
25,18,0.4688,0.5531,12,0.7169,0.9161
25,19,0.2297,0.3187,36,0.7483,0.8349
25,20,0.2203,0.2344,66,0.7048,0.7402
25,21,0.1453,0.1781,83,0.6838,0.6844
25,22,0.2812,0.4313,27,0.6309,0.8516
25,23,0.2812,0.4594,33,0.5567,0.8092
25,24,0.2719,0.4875,30,0.5323,0.8171
25,25,0.3211,0.5062,33,0.7371,0.8216
25,26,0.1125,0.2062,39,0.4232,0.8465
25,27,0.1641,0.2812,42,0.4087,0.8174
30,0,0.675,0.8063,15,0.7691,0.8383
30,1,0.7969,0.9563,3,0.7615,0.8276
30,2,0.8844,0.9469,3,0.8348,0.8723
30,3,0.6773,0.9281,3,0.8205,0.8696
30,4,0.6531,0.8344,9,0.7534,0.8302
30,5,0.8469,0.9656,3,0.7721,0.8033
30,6,0.8125,0.9281,6,0.7549,0.8359
30,7,0.85,0.9375,3,0.8221,0.85
30,8,0.6422,0.8719,6,0.8351,0.8537
30,9,0.7125,0.8438,9,0.8473,0.8831
30,10,0.6164,0.9938,2,0.4279,0.8737
30,11,0.6633,0.8719,9,0.796,0.8696
30,12,0.25,0.3844,35,0.701,0.8223
30,13,0.3131,0.7219,12,0.4244,0.8652
30,14,0.7125,0.9375,3,0.8105,0.85
30,15,0.4844,0.7594,9,0.585,0.9109
30,16,0.4781,0.5062,33,0.6626,0.8125
30,17,0.7031,0.7781,6,0.8569,0.9155
30,18,0.4641,0.5719,15,0.7147,0.8905
30,19,0.2578,0.3469,30,0.7534,0.8565
30,20,0.2109,0.2344,69,0.702,0.7346
30,21,0.1594,0.1875,63,0.6378,0.7577
30,22,0.3094,0.4781,24,0.6663,0.8563
30,23,0.2656,0.4313,48,0.4848,0.794
30,24,0.2656,0.4688,27,0.543,0.8761
30,25,0.3305,0.5344,48,0.6853,0.7363
30,26,0.1078,0.1875,75,0.3558,0.7115
30,27,0.1781,0.3,45,0.3996,0.7991
35,0,0.6688,0.7969,12,0.7846,0.8154
35,1,0.7875,0.9281,3,0.7301,0.8696
35,2,0.8375,0.9375,6,0.8232,0.9221
35,3,0.7008,0.975,3,0.7318,0.8565
35,4,0.675,0.8344,9,0.76,0.8302
35,5,0.8469,0.9469,3,0.8457,0.8636
35,6,0.8094,0.9281,6,0.8054,0.8537
35,7,0.8594,0.9281,3,0.819,0.8696
35,8,0.6258,0.8438,9,0.8517,0.8855
35,9,0.7094,0.8719,6,0.8598,0.8696
35,10,0.6234,0.9938,2,0.4025,0.8548
35,11,0.6797,0.8812,9,0.7777,0.8407
35,12,0.2594,0.3844,27,0.7426,0.8629
35,13,0.3337,0.7594,14,0.4365,0.8182
35,14,0.7266,0.9187,3,0.8048,0.9143
35,15,0.4813,0.7219,12,0.567,0.8696
35,16,0.4641,0.4875,15,0.7233,0.9162
35,17,0.7078,0.7969,6,0.8801,0.9077
35,18,0.4781,0.5906,12,0.7202,0.9084
35,19,0.2859,0.3844,36,0.7125,0.8173
35,20,0.2391,0.2531,44,0.7809,0.8159
35,21,0.1734,0.1875,63,0.7246,0.7577
35,22,0.3281,0.5062,15,0.7595,0.9051
35,23,0.2375,0.3844,60,0.5008,0.7339
35,24,0.25,0.4594,30,0.5132,0.8266
35,25,0.3633,0.5625,33,0.7411,0.8731
35,26,0.1219,0.2062,45,0.4114,0.8228
35,27,0.1969,0.3281,35,0.4186,0.8372
40,0,0.65,0.7875,12,0.8252,0.8645
40,1,0.7669,0.8906,6,0.7644,0.8286
40,2,0.8406,0.9656,3,0.8387,0.9155
40,3,0.6703,0.9656,3,0.8377,0.8818
40,4,0.6531,0.7594,9,0.8265,0.8831
40,5,0.8406,0.9656,3,0.8181,0.877
40,6,0.8125,0.9469,3,0.8268,0.8537
40,7,0.8875,0.9281,3,0.8503,0.8846
40,8,0.6445,0.8812,9,0.843,0.9016
40,9,0.7406,0.8812,6,0.8601,0.8828
40,10,0.6094,0.9938,2,0.3989,0.8315
40,11,0.675,0.8812,9,0.8157,0.8605
40,12,0.2844,0.4125,18,0.755,0.9043
40,13,0.3394,0.7406,14,0.465,0.8429
40,14,0.7312,0.975,3,0.7817,0.88
40,15,0.4812,0.75,6,0.5823,0.925
40,16,0.4266,0.45,24,0.8122,0.8743
40,17,0.675,0.8063,9,0.8555,0.8562
40,18,0.4453,0.5437,15,0.6568,0.8973
40,19,0.3,0.4219,24,0.8325,0.8703
40,20,0.2625,0.2719,44,0.7989,0.8112
40,21,0.1594,0.1781,72,0.554,0.7262
40,22,0.3094,0.4781,18,0.8261,0.8922
40,23,0.2469,0.3937,51,0.5337,0.7796
40,24,0.2375,0.4219,42,0.5127,0.773
40,25,0.3633,0.5625,30,0.7792,0.8088
40,26,0.1266,0.2062,45,0.4114,0.8228
40,27,0.2109,0.3469,30,0.4282,0.8565
45,0,0.6063,0.6844,12,0.8453,0.8812
45,1,0.7537,0.9,5,0.8169,0.88
45,2,0.85,0.975,3,0.7861,0.8784
45,3,0.675,0.9187,3,0.867,0.8846
45,4,0.6688,0.7875,9,0.8037,0.8676
