time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
0,0,0.375,0.4219,75,0.6032,0.6652
0,1,0.4612,0.8156,27,0.5118,0.7787
0,2,0.8375,0.9281,9,0.6566,0.7736
0,3,0.5906,0.975,3,0.5684,0.7766
0,4,0.3813,0.5813,42,0.6769,0.7961
0,5,0.675,0.7688,29,0.5157,0.8165
0,6,0.6031,0.8156,29,0.5216,0.6109
0,7,0.7094,0.9844,3,0.6205,0.7847
0,8,0.607,0.7875,18,0.7374,0.7757
0,9,0.5,0.7406,20,0.7202,0.759
0,10,0.5062,0.9563,8,0.4054,0.6379
0,11,0.5484,0.6844,24,0.7179,0.7847
0,12,0.1656,0.2906,86,0.4415,0.7034
0,13,0.2325,0.6094,36,0.3683,0.712
0,14,0.5719,0.8625,18,0.6693,0.7481
0,15,0.3438,0.5437,62,0.2816,0.5753
0,16,0.2625,0.4219,75,0.5273,0.5946
0,17,0.5437,0.7312,18,0.7958,0.801
0,18,0.225,0.3469,44,0.6195,0.7895
0,19,0.2109,0.3469,54,0.4874,0.7416
0,20,0.1547,0.1781,120,0.4283,0.5437
0,21,0.1125,0.1406,93,0.6449,0.6826
0,22,0.2531,0.3563,36,0.7031,0.8252
0,23,0.2,0.2719,63,0.4749,0.7296
0,24,0.1937,0.3,45,0.5219,0.8069
0,25,0.2906,0.45,29,0.6795,0.8816
0,26,0.1313,0.2531,105,0.2803,0.5607
0,27,0.1031,0.1969,102,0.3016,0.6031
5,0,0.5281,0.675,33,0.739,0.8278
5,1,0.6131,0.8906,12,0.6397,0.7966
5,2,0.8937,0.9656,3,0.688,0.7895
5,3,0.6539,0.9563,6,0.7028,0.82
5,4,0.4875,0.7031,27,0.7391,0.8439
5,5,0.8219,0.9375,6,0.734,0.8448
5,6,0.7344,0.9938,2,0.4555,0.7558
5,7,0.7469,0.9844,3,0.6257,0.8636
5,8,0.6914,0.9,9,0.748,0.7831
5,9,0.5906,0.8063,15,0.8105,0.8378
5,10,0.5813,0.9938,2,0.409,0.8193
5,11,0.6258,0.8344,11,0.7909,0.8636
5,12,0.1906,0.3187,42,0.5797,0.8073
5,13,0.2475,0.6188,24,0.4208,0.8617
5,14,0.6141,0.9563,6,0.744,0.8607
5,15,0.4156,0.6656,42,0.4181,0.6934
5,16,0.3656,0.5625,36,0.5801,0.7429
5,17,0.6094,0.7406,21,0.7777,0.8084
5,18,0.3187,0.45,29,0.7638,0.8352
5,19,0.2906,0.4406,42,0.65,0.7654
5,20,0.1594,0.1594,90,0.5985,0.6654
5,21,0.1172,0.15,69,0.653,0.7463
5,22,0.2578,0.3563,30,0.8101,0.8544
5,23,0.2375,0.3844,27,0.5726,0.8629
5,24,0.2375,0.4219,30,0.5474,0.8378
5,25,0.2836,0.4219,33,0.656,0.8701
5,26,0.1266,0.2437,99,0.2955,0.5909
5,27,0.1266,0.2156,102,0.2968,0.5936
10,0,0.625,0.8438,18,0.6975,0.7876
10,1,0.7125,0.9375,6,0.6159,0.8671
10,2,0.9188,0.9563,5,0.7406,0.8571
10,3,0.6773,0.9375,3,0.8024,0.8534
10,4,0.5656,0.7688,9,0.7438,0.8784
10,5,0.8625,0.9656,6,0.6995,0.8315
10,6,0.7375,0.9938,2,0.4875,0.8953
