time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
0,0,0.3844,0.4594,66,0.613,0.6972
0,1,0.4725,0.7312,24,0.5341,0.7818
0,2,0.8375,0.9563,6,0.5601,0.5714
0,3,0.5977,0.9469,6,0.6333,0.8408
0,4,0.3531,0.5437,30,0.7302,0.8565
0,5,0.7719,0.9563,14,0.4919,0.8171
0,6,0.7062,0.9281,14,0.5761,0.7563
0,7,0.7219,0.9938,2,0.4597,0.8299
0,8,0.6891,0.8531,14,0.6087,0.7545
0,9,0.525,0.7875,14,0.7404,0.7941
0,10,0.4969,0.9656,6,0.4281,0.823
0,11,0.525,0.6562,35,0.6964,0.7049
0,12,0.1844,0.3375,72,0.4629,0.7282
0,13,0.2306,0.5625,45,0.3758,0.7644
0,14,0.5672,0.8438,18,0.7266,0.8455
0,15,0.3219,0.5062,60,0.3374,0.6203
0,16,0.2531,0.375,57,0.6758,0.715
0,17,0.525,0.6937,18,0.7771,0.8163
0,18,0.2203,0.3281,36,0.4955,0.8326
0,19,0.2062,0.3187,72,0.5159,0.6697
0,20,0.1406,0.1875,153,0.3868,0.4115
0,21,0.1078,0.1313,138,0.46,0.5036
0,22,0.2344,0.3187,93,0.5054,0.5734
0,23,0.2031,0.2719,57,0.5163,0.7585
0,24,0.2,0.3,72,0.4538,0.6828
0,25,0.2742,0.3844,30,0.7588,0.8482
0,26,0.1031,0.1969,48,0.4066,0.8132
0,27,0.0938,0.1875,108,0.2923,0.5846
5,0,0.5656,0.7031,27,0.7194,0.7252
5,1,0.6075,0.8438,6,0.6955,0.88
5,2,0.9437,0.9938,2,0.4633,0.7429
5,3,0.6703,0.9281,3,0.7935,0.8696
5,4,0.45,0.6469,24,0.7481,0.8272
5,5,0.8031,0.9938,2,0.5128,0.8383
5,6,0.7625,0.9938,2,0.5407,0.8302
5,7,0.7844,0.9938,2,0.3739,0.8216
5,8,0.7453,0.9,6,0.7926,0.8125
5,9,0.5656,0.7875,15,0.7815,0.802
