time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
0,0,0.3469,0.375,38,0.6652,0.81
0,1,0.4256,0.7031,36,0.4878,0.7049
0,2,0.7844,0.8812,20,0.5378,0.6075
0,3,0.5531,0.9,11,0.6271,0.7642
0,4,0.3094,0.4406,47,0.6326,0.7814
0,5,0.6219,0.7031,47,0.4255,0.7235
0,6,0.5625,0.825,47,0.342,0.5774
0,7,0.6844,0.9563,6,0.6907,0.7614
0,8,0.593,0.7219,29,0.5705,0.7734
0,9,0.4188,0.6469,65,0.5854,0.721
0,10,0.4313,0.8438,29,0.4221,0.635
0,11,0.5156,0.7312,18,0.6613,0.7907
0,12,0.1469,0.2531,101,0.3985,0.6182
0,13,0.2194,0.5531,32,0.3773,0.8376
0,14,0.5062,0.7969,32,0.5864,0.8185
0,15,0.2906,0.4406,107,0.1988,0.4121
0,16,0.225,0.3469,81,0.4735,0.6124
0,17,0.4875,0.6375,36,0.7528,0.816
0,18,0.2156,0.3375,77,0.4994,0.6368
0,19,0.2016,0.3094,63,0.5075,0.7149
0,20,0.1641,0.2437,90,0.483,0.6281
0,21,0.1031,0.1219,92,0.6639,0.6726
0,22,0.2391,0.3281,51,0.716,0.7628
0,23,0.1844,0.2437,56,0.4946,0.7714
0,24,0.1969,0.3375,45,0.4577,0.8117
0,25,0.2977,0.4125,24,0.7293,0.9008
0,26,0.1078,0.2062,66,0.3701,0.7402
0,27,0.1219,0.2344,66,0.3653,0.7306
5,0,0.4906,0.6094,18,0.6822,0.8792
5,1,0.5944,0.8438,15,0.641,0.7458
5,2,0.9125,0.9563,5,0.6667,0.7857
5,3,0.6258,0.9844,5,0.5771,0.8421
5,4,0.4438,0.7031,18,0.7065,0.8105
5,5,0.8312,0.9938,2,0.5151,0.7761
5,6,0.6875,0.9563,6,0.7416,0.8429
5,7,0.775,0.9844,3,0.6546,0.7945
5,8,0.682,0.8531,9,0.8393,0.8831
5,9,0.5406,0.7781,9,0.8365,0.8732
5,10,0.5156,0.9844,3,0.4816,0.7784
5,11,0.6188,0.7688,21,0.7314,0.8412
5,12,0.1687,0.2906,42,0.6114,0.815
5,13,0.2456,0.5719,38,0.3811,0.7692
5,14,0.607,0.9844,3,0.6886,0.8393
5,15,0.35,0.5344,39,0.368,0.7484
5,16,0.3281,0.4875,45,0.6109,0.7256
5,17,0.6328,0.7406,18,0.8126,0.8421
5,18,0.3094,0.4406,56,0.4919,0.6872
5,19,0.2578,0.3563,57,0.5289,0.7233
5,20,0.2016,0.2531,78,0.574,0.6736
5,21,0.1078,0.1313,56,0.739,0.8089
5,22,0.2719,0.3563,38,0.7751,0.8155
5,23,0.2812,0.3844,48,0.4398,0.7703
5,24,0.2719,0.4406,24,0.547,0.8659
5,25,0.2977,0.4125,30,0.7361,0.8776
5,26,0.1172,0.225,57,0.3851,0.7702
5,27,0.1313,0.2531,72,0.3494,0.6987
10,0,0.5594,0.7406,18,0.6918,0.8657
10,1,0.6844,0.9187,6,0.6471,0.8125
10,2,0.9281,0.9844,3,0.5552,0.88
10,3,0.6727,0.9938,2,0.5889,0.8828
10,4,0.5281,0.8625,8,0.6673,0.8182
10,5,0.8688,0.9938,2,0.3787,0.6814
10,6,0.7062,0.9656,3,0.7927,0.8407
10,7,0.8563,0.975,3,0.7474,0.8696
10,8,0.7242,0.9375,6,0.7936,0.8302
10,9,0.5375,0.7781,12,0.8415,0.8522
10,10,0.5344,0.9844,3,0.5051,0.8673
10,11,0.675,0.9375,9,0.66,0.8112
10,12,0.1531,0.2437,36,0.5813,0.8512
10,13,0.2531,0.5719,42,0.3644,0.7692
10,14,0.6188,0.9844,3,0.7112,0.8393
10,15,0.3687,0.5625,30,0.391,0.7945
10,16,0.4172,0.5906,45,0.6175,0.6565
10,17,0.7031,0.7781,6,0.8821,0.9155
10,18,0.3984,0.5437,24,0.5747,0.8356
10,19,0.3094,0.3937,48,0.6364,0.7526
10,20,0.2156,0.2344,63,0.7305,0.7549
10,21,0.0938,0.1313,92,0.5779,0.6691
10,22,0.2766,0.3656,45,0.7565,0.7783
10,23,0.3063,0.45,45,0.5249,0.767
10,24,0.3156,0.5344,18,0.5519,0.8792
10,25,0.2672,0.3656,33,0.7137,0.8374
10,26,0.1078,0.2062,83,0.3366,0.6732
10,27,0.1219,0.2437,105,0.2831,0.5661
15,0,0.6406,0.8906,9,0.7888,0.8673
15,1,0.7538,0.9563,3,0.7082,0.8696
15,2,0.9094,0.9563,5,0.7055,0.8393
15,3,0.6656,0.9938,2,0.6326,0.904
15,4,0.575,0.8906,8,0.7383,0.7714
15,5,0.8844,0.9844,3,0.6738,0.8235
15,6,0.7062,0.9656,3,0.7797,0.8487
15,7,0.8969,0.975,3,0.5742,0.8696
15,8,0.7477,0.9281,6,0.7673,0.82
15,9,0.5531,0.7781,9,0.8684,0.8732
15,10,0.5367,0.9844,3,0.4873,0.8071
15,11,0.7172,0.9656,6,0.6882,0.8657
15,12,0.1594,0.2344,53,0.5984,0.7837
15,13,0.2737,0.5906,33,0.3752,0.8092
15,14,0.6375,0.9844,3,0.6769,0.8326
15,15,0.3875,0.6,41,0.4528,0.6797
15,16,0.4125,0.5437,33,0.6979,0.774
15,17,0.7031,0.7219,9,0.8158,0.8989
15,18,0.4688,0.6,18,0.6703,0.8594
15,19,0.3703,0.4688,21,0.7966,0.8765
15,20,0.2391,0.2531,42,0.773,0.8243
15,21,0.1031,0.1406,92,0.6588,0.6655
15,22,0.2953,0.3844,45,0.75,0.7716
15,23,0.3219,0.5062,36,0.504,0.8326
15,24,0.3188,0.5156,24,0.5313,0.8452
15,25,0.2789,0.3844,30,0.7656,0.8669
15,26,0.1125,0.2156,47,0.4064,0.8127
15,27,0.1359,0.2719,66,0.3584,0.7167
20,0,0.6844,0.9563,9,0.6115,0.7447
20,1,0.7838,0.9563,3,0.768,0.7941
20,2,0.9094,0.9563,3,0.8142,0.8636
20,3,0.6703,0.9938,2,0.5844,0.8286
20,4,0.5781,0.8625,8,0.7588,0.8182
20,5,0.8875,0.975,3,0.775,0.85
20,6,0.725,0.975,3,0.781,0.8657
20,7,0.9094,0.975,3,0.506,0.9062
20,8,0.7664,0.9375,6,0.7456,0.8286
20,9,0.5344,0.7219,21,0.8262,0.8608
20,10,0.5391,0.9656,3,0.6011,0.8487
20,11,0.7078,0.9469,3,0.8438,0.8696
20,12,0.1594,0.2156,92,0.4985,0.6335
20,13,0.2963,0.6188,15,0.4459,0.878
20,14,0.6633,0.9938,2,0.6187,0.8507
20,15,0.4125,0.6656,18,0.5619,0.854
20,16,0.4547,0.6188,21,0.7487,0.8279
20,17,0.7594,0.7875,12,0.8199,0.8605
20,18,0.4734,0.6,18,0.6665,0.8594
20,19,0.4125,0.5062,24,0.7956,0.8481
20,20,0.2391,0.2906,39,0.7699,0.8282
20,21,0.1031,0.1406,92,0.6471,0.6655
20,22,0.3094,0.4219,21,0.8499,0.8865
20,23,0.3125,0.4875,27,0.5973,0.8795
20,24,0.3,0.4781,15,0.5556,0.9102
20,25,0.2695,0.375,41,0.7654,0.8386
20,26,0.1172,0.225,60,0.379,0.7581
20,27,0.1453,0.2906,42,0.4075,0.815
25,0,0.6656,0.9281,3,0.818,0.8696
25,1,0.7969,0.9281,3,0.7757,0.8966
25,2,0.9,0.9469,3,0.8479,0.878
25,3,0.6727,0.9938,2,0.6002,0.8696
25,4,0.6,0.9,6,0.7594,0.8125
25,5,0.9219,0.9844,3,0.5917,0.8036
25,6,0.7531,0.975,5,0.7122,0.9016
25,7,0.9,0.9469,6,0.6534,0.7931
25,8,0.7664,0.9469,6,0.7321,0.8475
25,9,0.55,0.75,9,0.826,0.8875
25,10,0.5508,0.9938,2,0.4406,0.8855
25,11,0.7172,0.9375,6,0.7828,0.856
25,12,0.1656,0.225,74,0.6214,0.7492
25,13,0.2906,0.6,18,0.443,0.896
25,14,0.675,0.9844,3,0.7163,0.8585
25,15,0.4281,0.6937,14,0.5682,0.8571
25,16,0.4641,0.6094,21,0.8266,0.832
25,17,0.7266,0.7594,9,0.8956,0.9082
25,18,0.5062,0.6094,29,0.6903,0.768
25,19,0.375,0.4594,36,0.7109,0.7919
25,20,0.2203,0.2719,60,0.7303,0.7425
25,21,0.1031,0.1406,92,0.6321,0.6655
25,22,0.2766,0.3656,36,0.819,0.8227
25,23,0.325,0.4969,27,0.6132,0.8624
25,24,0.3125,0.4688,15,0.549,0.9118
25,25,0.2812,0.4125,39,0.7983,0.8465
25,26,0.1125,0.2156,60,0.3805,0.761
25,27,0.1547,0.3094,42,0.405,0.81
30,0,0.725,0.975,3,0.7632,0.8554
30,1,0.7988,0.9375,6,0.7297,0.8743
30,2,0.8656,0.9375,3,0.8692,0.9155
30,3,0.6844,0.9656,3,0.7728,0.8318
30,4,0.6156,0.9094,6,0.798,0.8481
30,5,0.9031,0.975,3,0.7128,0.7742
30,6,0.7625,0.9281,6,0.8198,0.9224
30,7,0.8875,0.9469,3,0.798,0.9268
30,8,0.7289,0.9281,5,0.8242,0.8723
30,9,0.5438,0.7781,6,0.8416,0.9155
30,10,0.5531,0.975,3,0.6009,0.9016
30,11,0.7383,0.9281,6,0.7805,0.8487
30,12,0.1687,0.2344,86,0.5724,0.649
30,13,0.3019,0.6375,18,0.4462,0.8941
30,14,0.6727,0.9938,2,0.6261,0.8421
30,15,0.4438,0.7125,17,0.5559,0.8525
30,16,0.45,0.6,21,0.7461,0.8359
30,17,0.6891,0.7406,18,0.814,0.8448
30,18,0.4594,0.5625,35,0.6663,0.75
30,19,0.4219,0.5062,27,0.7518,0.8291
30,20,0.2016,0.2531,51,0.7554,0.7866
30,21,0.1031,0.1313,98,0.5957,0.6475
30,22,0.2812,0.3844,36,0.8193,0.8213
30,23,0.325,0.4969,27,0.6106,0.8643
30,24,0.3,0.4781,21,0.5689,0.8865
30,25,0.2766,0.375,45,0.7398,0.8154
30,26,0.1219,0.2344,60,0.3776,0.7551
30,27,0.15,0.3,63,0.3594,0.7188
35,0,0.7094,0.9375,6,0.7738,0.8235
35,1,0.7856,0.9281,6,0.7627,0.8298
35,2,0.8312,0.9094,6,0.8091,0.8218
