time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
0,0,0.4344,0.4781,39,0.7129,0.8107
0,1,0.4837,0.75,27,0.5743,0.7327
0,2,0.8688,0.9844,3,0.5573,0.6633
0,3,0.6023,0.9656,6,0.655,0.8481
0,4,0.3937,0.6094,45,0.5308,0.7783
0,5,0.7781,0.9938,2,0.4868,0.7692
0,6,0.7031,0.9281,9,0.7231,0.8235
0,7,0.7125,0.9844,5,0.4703,0.8085
0,8,0.6891,0.8156,15,0.7338,0.7717
0,9,0.5125,0.7969,12,0.7041,0.8154
0,10,0.4805,0.9656,9,0.3824,0.7023
0,11,0.5695,0.7406,15,0.6967,0.8193
0,12,0.1844,0.3281,68,0.4657,0.7631
0,13,0.2175,0.525,36,0.3805,0.8227
0,14,0.5578,0.825,21,0.7558,0.8397
0,15,0.3844,0.6,50,0.4155,0.637
0,16,0.2672,0.3844,48,0.5602,0.7563
0,17,0.5156,0.6375,33,0.649,0.7155
0,18,0.2438,0.3563,69,0.4674,0.665
0,19,0.2437,0.375,78,0.4582,0.61
0,20,0.1594,0.1969,134,0.4347,0.5231
0,21,0.1078,0.1219,174,0.3708,0.4
0,22,0.2203,0.3094,71,0.6901,0.7014
0,23,0.2063,0.3094,51,0.5073,0.7692
0,24,0.2031,0.3094,66,0.4526,0.7014
0,25,0.293,0.3656,21,0.7819,0.911
0,26,0.1172,0.225,114,0.2702,0.5403
0,27,0.1031,0.1969,99,0.3074,0.6148
5,0,0.5938,0.7125,27,0.6698,0.7766
5,1,0.615,0.9,11,0.6177,0.717
5,2,0.9031,0.975,3,0.7406,0.8036
5,3,0.6398,0.9563,6,0.6667,0.7231
5,4,0.5094,0.7031,30,0.6712,0.7443
5,5,0.8688,0.9938,2,0.5104,0.7921
5,6,0.7406,0.9844,3,0.6681,0.8065
5,7,0.7938,0.9656,3,0.7454,0.766
5,8,0.7383,0.9656,3,0.7719,0.8085
5,9,0.5687,0.8531,6,0.7966,0.8723
5,10,0.525,0.9938,2,0.4212,0.8439
5,11,0.6445,0.825,12,0.7875,0.8605
5,12,0.2281,0.4125,75,0.5326,0.6011
5,13,0.225,0.6188,21,0.43,0.8279
5,14,0.6141,0.975,3,0.7542,0.9013
5,15,0.4656,0.6937,32,0.439,0.6735
5,16,0.375,0.4969,36,0.6581,0.7764
5,17,0.6469,0.7312,11,0.7218,0.8721
5,18,0.3187,0.4125,27,0.6883,0.8564
5,19,0.2531,0.3563,90,0.5242,0.5631
5,20,0.15,0.1781,120,0.5477,0.5516
5,21,0.1172,0.1406,98,0.646,0.6483
5,22,0.2437,0.3656,41,0.7513,0.798
5,23,0.2625,0.4125,33,0.5141,0.8245
5,24,0.2625,0.4219,30,0.4718,0.8378
5,25,0.3211,0.4125,27,0.7984,0.8884
5,26,0.1172,0.225,93,0.3125,0.625
5,27,0.1125,0.2156,66,0.3685,0.7371
10,0,0.7,0.8531,12,0.7945,0.8324
10,1,0.7275,0.9563,3,0.7066,0.7857
10,2,0.925,0.9656,3,0.775,0.8286
10,3,0.6937,0.9938,2,0.5517,0.8315
10,4,0.6,0.7969,12,0.6953,0.8154
10,5,0.9125,0.9938,2,0.4876,0.8378
10,6,0.775,0.9563,3,0.8053,0.8909
10,7,0.8281,0.975,3,0.7195,0.8286
10,8,0.7453,0.9844,3,0.7112,0.8537
10,9,0.5719,0.8438,12,0.7902,0.8278
10,10,0.5484,0.9938,2,0.3851,0.7921
10,11,0.7055,0.8906,6,0.7894,0.8442
10,12,0.2656,0.4875,75,0.5048,0.5819
10,13,0.2475,0.6844,33,0.4208,0.7523
10,14,0.6469,0.9656,6,0.7304,0.8993
10,15,0.5156,0.7781,21,0.4472,0.7042
10,16,0.4594,0.5719,30,0.7637,0.781
10,17,0.75,0.8531,6,0.8432,0.8723
10,18,0.3844,0.4781,33,0.6765,0.8024
10,19,0.2719,0.3563,90,0.5989,0.6346
10,20,0.1406,0.1781,99,0.4303,0.6236
10,21,0.1125,0.1219,114,0.4722,0.6028
