time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
0,0,0.3875,0.4406,36,0.689,0.8085
0,1,0.4987,0.7406,21,0.5763,0.7789
0,2,0.8406,0.9938,2,0.4172,0.6413
0,3,0.5789,0.9656,3,0.7105,0.8182
0,4,0.3625,0.5344,30,0.7368,0.85
0,5,0.6969,0.8344,27,0.5351,0.8439
0,6,0.6219,0.8625,26,0.5442,0.7468
0,7,0.7531,0.9938,2,0.5265,0.8443
0,8,0.675,0.8344,23,0.6593,0.775
0,9,0.4813,0.6656,33,0.728,0.7747
0,10,0.4594,0.9281,23,0.3636,0.7523
0,11,0.5344,0.6844,27,0.6351,0.7327
0,12,0.15,0.2531,74,0.4857,0.7422
0,13,0.2231,0.5344,23,0.3947,0.8796
0,14,0.5555,0.8438,14,0.761,0.8263
0,15,0.35,0.5531,53,0.3256,0.6294
0,16,0.2625,0.4219,69,0.5383,0.627
0,17,0.5437,0.6937,48,0.5927,0.6753
0,18,0.225,0.3375,36,0.5102,0.8302
0,19,0.1969,0.3281,75,0.456,0.6512
0,20,0.1266,0.1594,138,0.4504,0.487
0,21,0.1031,0.1313,153,0.4088,0.4831
0,22,0.2484,0.3469,45,0.6497,0.7847
0,23,0.1937,0.2719,57,0.5069,0.7554
0,24,0.2063,0.3656,57,0.4532,0.7192
0,25,0.293,0.4219,30,0.7674,0.8566
0,26,0.1219,0.2344,69,0.3592,0.7184
0,27,0.1172,0.225,63,0.373,0.746
5,0,0.5062,0.6188,30,0.6462,0.7936
5,1,0.6169,0.9281,9,0.621,0.76
5,2,0.9219,0.9938,2,0.5364,0.8235
5,3,0.6469,0.9844,3,0.6656,0.8584
5,4,0.4813,0.6656,21,0.7756,0.8037
5,5,0.8156,0.975,3,0.6989,0.7931
5,6,0.6719,0.9938,2,0.5695,0.8737
5,7,0.85,0.9938,2,0.4388,0.771
5,8,0.7289,0.8531,9,0.7743,0.8245
5,9,0.575,0.7406,9,0.8163,0.8916
5,10,0.532,0.9938,2,0.4074,0.8204
5,11,0.6141,0.8344,15,0.7225,0.8352
5,12,0.1625,0.225,57,0.511,0.7702
5,13,0.2456,0.5813,21,0.4471,0.8595
5,14,0.6375,0.9844,3,0.6755,0.8534
