time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
0,0,0.35,0.4031,48,0.6618,0.7798
0,1,0.4294,0.7031,24,0.5687,0.8033
0,2,0.7812,0.9375,11,0.5573,0.6145
0,3,0.532,0.9094,17,0.6012,0.8408
0,4,0.3375,0.4969,32,0.7194,0.8208
0,5,0.7062,0.8906,32,0.4292,0.7683
0,6,0.6312,0.8531,32,0.479,0.7093
0,7,0.6844,0.9938,2,0.5108,0.7919
0,8,0.5859,0.7781,15,0.742,0.7887
0,9,0.4438,0.6656,23,0.7175,0.785
0,10,0.4242,0.8438,15,0.441,0.8929
0,11,0.4992,0.675,24,0.7375,0.7692
0,12,0.15,0.2719,105,0.3864,0.5886
0,13,0.2213,0.5813,27,0.393,0.8325
0,14,0.532,0.8531,11,0.6999,0.766
0,15,0.3187,0.4875,80,0.269,0.5122
0,16,0.2438,0.4031,66,0.4552,0.6545
0,17,0.5344,0.6562,45,0.6678,0.7447
0,18,0.2062,0.3187,36,0.4795,0.8349
0,19,0.1969,0.2906,54,0.5169,0.7621
0,20,0.1266,0.1688,105,0.4255,0.6053
0,21,0.1125,0.1313,126,0.4579,0.5468
0,22,0.2578,0.3844,72,0.6801,0.741
0,23,0.1781,0.2625,60,0.5123,0.7638
0,24,0.1656,0.3,84,0.4301,0.6654
0,25,0.2836,0.4125,30,0.7115,0.8776
0,26,0.1125,0.2156,48,0.4044,0.8088
0,27,0.1266,0.2437,72,0.3512,0.7025
5,0,0.4656,0.525,41,0.6211,0.795
5,1,0.5475,0.8438,17,0.6045,0.7907
5,2,0.8812,0.9938,2,0.5238,0.8393
5,3,0.6164,0.9656,3,0.764,0.8615
5,4,0.4156,0.6469,21,0.5982,0.8142
5,5,0.8219,0.9938,2,0.4715,0.8393
5,6,0.7438,0.9938,2,0.548,0.8723
5,7,0.7781,0.9938,2,0.3929,0.8171
5,8,0.6398,0.8344,15,0.8164,0.8714
5,9,0.5812,0.8344,6,0.8601,0.8868
5,10,0.5273,0.9938,2,0.4251,0.8846
5,11,0.5789,0.7875,27,0.6907,0.8608
5,12,0.1687,0.2812,51,0.5683,0.7783
5,13,0.2381,0.6281,24,0.4159,0.8134
5,14,0.6305,0.9938,2,0.6352,0.8992
5,15,0.4,0.6281,33,0.4789,0.7643
5,16,0.3656,0.5906,18,0.5349,0.8626
5,17,0.6844,0.7406,15,0.8256,0.8319
5,18,0.2859,0.4125,32,0.5376,0.8298
5,19,0.2578,0.3375,54,0.4867,0.7453
5,20,0.1313,0.15,78,0.5679,0.7132
5,21,0.1031,0.1313,84,0.5398,0.6978
5,22,0.2437,0.375,39,0.6965,0.805
5,23,0.2094,0.3187,36,0.555,0.8349
5,24,0.2344,0.4125,42,0.527,0.8043
5,25,0.3047,0.4875,39,0.7809,0.8427
5,26,0.1266,0.225,39,0.4214,0.8427
5,27,0.1547,0.3,63,0.3594,0.7188
10,0,0.5625,0.6562,30,0.7279,0.7784
10,1,0.6469,0.975,5,0.6947,0.8182
10,2,0.9281,0.9938,2,0.5106,0.8421
10,3,0.6609,0.9938,2,0.554,0.7632
10,4,0.4781,0.75,18,0.5993,0.775
10,5,0.8688,0.9938,2,0.5077,0.8043
10,6,0.7594,0.9844,3,0.6876,0.8393
10,7,0.8219,0.9938,2,0.5114,0.7857
10,8,0.6445,0.8531,6,0.8503,0.8723
10,9,0.6531,0.9187,6,0.7407,0.832
10,10,0.5555,0.9938,2,0.4138,0.8812
10,11,0.6258,0.9375,6,0.785,0.8588
10,12,0.1844,0.3,54,0.5554,0.7589
10,13,0.2587,0.6562,15,0.4171,0.8636
10,14,0.6516,0.9938,2,0.6408,0.8966
10,15,0.4281,0.6656,9,0.5666,0.9159
10,16,0.45,0.7125,12,0.7117,0.8696
10,17,0.7969,0.8531,9,0.838,0.8675
10,18,0.3609,0.4969,32,0.7131,0.8012
10,19,0.3094,0.3656,42,0.7417,0.7931
10,20,0.1359,0.15,63,0.6511,0.7684
10,21,0.1031,0.1313,102,0.5074,0.6331
10,22,0.2484,0.375,33,0.7253,0.835
10,23,0.2219,0.3375,39,0.508,0.8427
10,24,0.2594,0.4688,36,0.519,0.8393
10,25,0.3117,0.5156,36,0.7645,0.8289
10,26,0.1359,0.225,39,0.4214,0.8427
10,27,0.1734,0.3375,51,0.3797,0.7594
15,0,0.6063,0.7312,21,0.7437,0.7981
15,1,0.6806,0.9844,3,0.6749,0.8723
15,2,0.9094,0.9938,2,0.5724,0.8636
15,3,0.6797,0.9375,6,0.744,0.7918
15,4,0.5438,0.825,9,0.6896,0.8393
15,5,0.9031,0.9938,2,0.4774,0.8235
15,6,0.7812,0.975,3,0.7892,0.8951
15,7,0.8469,0.9938,2,0.4979,0.8686
15,8,0.6562,0.8438,6,0.8321,0.88
15,9,0.6813,0.975,3,0.767,0.8439
15,10,0.5813,0.9938,2,0.4118,0.8442
15,11,0.6258,0.9,9,0.7879,0.8318
15,12,0.2063,0.3375,51,0.6582,0.7594
15,13,0.2775,0.7125,12,0.4137,0.8696
15,14,0.6773,0.9656,3,0.7926,0.8554
15,15,0.4562,0.6937,15,0.5156,0.8469
15,16,0.4641,0.6937,18,0.6327,0.8163
15,17,0.7781,0.7781,9,0.8521,0.8732
15,18,0.45,0.5906,21,0.723,0.8397
15,19,0.3422,0.4031,39,0.724,0.7958
15,20,0.1219,0.15,63,0.6583,0.7684
15,21,0.1031,0.1219,66,0.6522,0.7651
15,22,0.2438,0.3563,39,0.7381,0.8107
15,23,0.2219,0.3563,39,0.5205,0.8465
15,24,0.2687,0.4875,48,0.4906,0.7828
15,25,0.3234,0.5156,33,0.7776,0.8446
15,26,0.1359,0.2344,39,0.4253,0.8408
15,27,0.1875,0.375,51,0.3725,0.745
20,0,0.6188,0.7875,21,0.7627,0.827
20,1,0.6844,0.9563,3,0.7024,0.8302
20,2,0.9094,0.9844,3,0.708,0.8846
20,3,0.6844,0.9563,3,0.7965,0.8828
20,4,0.5625,0.8344,9,0.7389,0.8302
20,5,0.9094,0.9563,3,0.7349,0.8475
20,6,0.8031,0.975,3,0.7739,0.8881
20,7,0.8375,0.9844,3,0.6448,0.8071
20,8,0.7008,0.7781,12,0.8117,0.8846
20,9,0.6656,0.9,3,0.8736,0.9062
20,10,0.5953,0.9938,2,0.4003,0.8433
20,11,0.6445,0.9563,3,0.8131,0.8412
20,12,0.2063,0.3187,48,0.6196,0.7798
20,13,0.2869,0.7125,17,0.4125,0.8477
20,14,0.7031,0.975,3,0.7615,0.8744
20,15,0.4812,0.7312,15,0.5167,0.8256
20,16,0.4453,0.6656,15,0.7182,0.8598
20,17,0.7922,0.8063,9,0.8429,0.8548
20,18,0.4594,0.5813,18,0.7276,0.8657
20,19,0.3516,0.4031,39,0.6925,0.7958
20,20,0.1266,0.15,72,0.6481,0.7353
20,21,0.0938,0.1219,60,0.5571,0.7865
20,22,0.2672,0.3844,24,0.8398,0.8782
20,23,0.225,0.375,42,0.4969,0.8346
20,24,0.2781,0.4875,39,0.5119,0.7736
20,25,0.3187,0.5062,33,0.7565,0.8427
20,26,0.1219,0.1969,59,0.3852,0.7704
20,27,0.1875,0.375,39,0.4025,0.805
25,0,0.6719,0.7969,15,0.7965,0.815
25,1,0.7106,0.9844,5,0.5998,0.8707
25,2,0.8937,0.9375,3,0.8475,0.88
25,3,0.682,0.9656,3,0.7023,0.8696
25,4,0.5969,0.8438,6,0.7732,0.88
25,5,0.9313,0.975,3,0.6841,0.8537
25,6,0.8406,0.9938,2,0.5406,0.8286
25,7,0.8344,0.975,3,0.7525,0.8467
25,8,0.7008,0.7406,12,0.8254,0.8554
25,9,0.6875,0.9,6,0.8416,0.8673
25,10,0.6,0.9938,2,0.4348,0.9032
25,11,0.668,0.9563,3,0.8287,0.8812
25,12,0.2312,0.375,42,0.6598,0.79
25,13,0.3075,0.7406,9,0.426,0.8916
25,14,0.7242,0.975,3,0.8024,0.8818
25,15,0.5062,0.7594,9,0.5795,0.8831
25,16,0.5156,0.7688,9,0.7994,0.8784
25,17,0.8016,0.8344,6,0.8826,0.8868
25,18,0.4688,0.5719,24,0.6981,0.8248
25,19,0.375,0.4219,24,0.784,0.8703
25,20,0.1313,0.1406,77,0.6903,0.726
25,21,0.1031,0.1313,84,0.6817,0.6978
25,22,0.2719,0.4125,24,0.7905,0.8723
25,23,0.2406,0.4125,54,0.5007,0.7899
25,24,0.2625,0.4406,39,0.4997,0.7821
25,25,0.3281,0.4969,30,0.7478,0.8137
25,26,0.1313,0.2062,69,0.3642,0.7283
25,27,0.1969,0.3937,36,0.4072,0.8144
30,0,0.6437,0.75,15,0.7782,0.8125
30,1,0.6975,0.9187,6,0.7532,0.8909
30,2,0.8906,0.9656,3,0.785,0.8421
30,3,0.6914,0.9656,3,0.7059,0.8966
30,4,0.5938,0.8719,3,0.8086,0.9268
30,5,0.9094,0.9375,3,0.8284,0.85
30,6,0.8438,0.975,6,0.5897,0.78
30,7,0.8187,0.9469,3,0.8213,0.8421
30,8,0.7172,0.8063,9,0.8335,0.9135
30,9,0.6906,0.9281,3,0.8732,0.9051
30,10,0.5719,0.9563,3,0.6054,0.8193
30,11,0.675,0.9,5,0.8524,0.9143
30,12,0.2375,0.3656,27,0.6948,0.867
30,13,0.3244,0.75,15,0.4433,0.8125
30,14,0.7102,0.9094,9,0.7997,0.8826
30,15,0.5531,0.825,6,0.5808,0.9032
30,16,0.4547,0.6562,18,0.7989,0.8364
30,17,0.7734,0.825,9,0.8522,0.8652
30,18,0.4922,0.6,21,0.7733,0.8359
30,19,0.3891,0.4688,27,0.7305,0.8412
30,20,0.15,0.1688,48,0.7695,0.8195
30,21,0.0891,0.1219,66,0.7236,0.7651
30,22,0.2859,0.4125,27,0.7832,0.8564
30,23,0.2063,0.3375,75,0.4584,0.7243
30,24,0.2594,0.4031,39,0.5161,0.7958
30,25,0.3164,0.4313,33,0.7695,0.8619
30,26,0.1266,0.1969,122,0.2676,0.5253
30,27,0.1875,0.375,51,0.3725,0.745
35,0,0.6469,0.7688,15,0.7626,0.8045
35,1,0.6863,0.9469,6,0.7311,0.8909
35,2,0.8906,0.9656,3,0.8236,0.88
35,3,0.6961,0.9375,3,0.8292,0.9062
35,4,0.5719,0.8156,9,0.7567,0.8475
35,5,0.9188,0.9656,3,0.7767,0.8636
35,6,0.8438,0.9281,3,0.8496,0.8696
35,7,0.8375,0.9656,3,0.7161,0.9062
35,8,0.7453,0.8063,9,0.7862,0.8548
35,9,0.7281,0.9656,3,0.8258,0.9082
35,10,0.5742,0.9656,3,0.5882,0.8881
35,11,0.6797,0.9094,6,0.8162,0.9104
35,12,0.2594,0.3937,27,0.587,0.8608
35,13,0.3337,0.7875,18,0.4524,0.7487
35,14,0.7336,0.9563,3,0.8039,0.8636
35,15,0.575,0.8719,9,0.5399,0.8393
35,16,0.4219,0.6,15,0.8608,0.8828
35,17,0.7359,0.7969,9,0.8298,0.8615
35,18,0.4734,0.5906,21,0.7378,0.8397
35,19,0.4219,0.5344,24,0.657,0.8389
35,20,0.1875,0.1969,66,0.7364,0.749
35,21,0.0891,0.1125,57,0.7391,0.7993
35,22,0.2766,0.3937,27,0.8263,0.8608
35,23,0.2125,0.3375,45,0.517,0.8289
35,24,0.2531,0.375,39,0.5179,0.805
35,25,0.3211,0.4313,21,0.8204,0.8883
35,26,0.1313,0.1969,137,0.2335,0.4669
35,27,0.1922,0.3844,33,0.4162,0.8325
40,0,0.6437,0.75,15,0.8049,0.8696
40,1,0.6694,0.9281,3,0.761,0.8831
40,2,0.8812,0.9563,3,0.8294,0.8723
40,3,0.6984,0.9281,6,0.8042,0.877
40,4,0.55,0.8344,12,0.6467,0.795
40,5,0.9406,0.9844,3,0.6283,0.8421
40,6,0.8688,0.9656,3,0.7915,0.8421
40,7,0.8781,0.9844,3,0.5938,0.8235
40,8,0.757,0.8063,9,0.7786,0.8676
40,9,0.7313,0.9563,3,0.8022,0.8469
40,10,0.5977,0.9656,3,0.5823,0.856
40,11,0.6797,0.8906,6,0.8464,0.9104
40,12,0.2687,0.4125,18,0.6515,0.9043
40,13,0.3412,0.7781,24,0.4386,0.8404
40,14,0.7266,0.9187,6,0.7729,0.8537
40,15,0.5719,0.8625,6,0.5498,0.8636
40,16,0.375,0.5531,27,0.7889,0.8112
40,17,0.7219,0.825,6,0.8604,0.8929
40,18,0.45,0.5437,21,0.746,0.8562
40,19,0.4266,0.5625,24,0.672,0.8286
40,20,0.1734,0.2062,71,0.7184,0.7205
40,21,0.0938,0.1219,60,0.7277,0.7865
40,22,0.2672,0.3844,29,0.7996,0.8528
40,23,0.225,0.3469,50,0.5198,0.8077
40,24,0.2687,0.4125,39,0.5112,0.805
40,25,0.3305,0.4688,21,0.8497,0.8901
40,26,0.1219,0.1781,137,0.2395,0.4791
40,27,0.1828,0.3656,39,0.4039,0.8079
45,0,0.6344,0.7031,15,0.8267,0.8421
45,1,0.6487,0.9375,3,0.8077,0.8989
45,2,0.8812,0.9563,3,0.8295,0.8636
45,3,0.6937,0.9375,3,0.8464,0.8594
45,4,0.5469,0.7969,12,0.6812,0.8154
45,5,0.9281,0.9469,3,0.786,0.8286
45,6,0.8563,0.9375,3,0.8732,0.9143
45,7,0.8688,0.9563,3,0.7085,0.7857
45,8,0.7805,0.8438,9,0.8142,0.8442
45,9,0.75,0.975,3,0.7531,0.8652
45,10,0.6117,0.975,3,0.544,0.7966
45,11,0.6633,0.8344,3,0.8655,0.9434
45,12,0.2844,0.4406,27,0.6269,0.8492
45,13,0.3581,0.8344,15,0.4626,0.8245
45,14,0.7312,0.9094,6,0.7752,0.8421
45,15,0.5781,0.8812,8,0.5251,0.7895
45,16,0.3469,0.4969,30,0.8018,0.8137
45,17,0.6844,0.7875,9,0.8779,0.8881
45,18,0.4125,0.5062,30,0.7124,0.8101
45,19,0.4641,0.6469,21,0.7006,0.8142
45,20,0.2344,0.2719,42,0.799,0.8197
45,21,0.0844,0.1125,102,0.4529,0.6408
45,22,0.2906,0.4125,33,0.8164,0.8245
45,23,0.2062,0.3187,65,0.506,0.761
45,24,0.2563,0.3937,48,0.5014,0.767
45,25,0.3352,0.4594,20,0.8334,0.8844
45,26,0.1266,0.1875,110,0.2885,0.5769
