time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
0,0,0.3594,0.4219,54,0.6456,0.7259
0,1,0.4688,0.7875,27,0.5572,0.7115
0,2,0.7938,0.9187,9,0.6662,0.7345
0,3,0.5648,0.9375,11,0.5803,0.811
0,4,0.3031,0.4594,50,0.6964,0.7523
0,5,0.6813,0.8344,29,0.4956,0.7453
0,6,0.65,0.8625,29,0.4765,0.6699
0,7,0.7219,0.9938,2,0.487,0.7853
0,8,0.607,0.7125,23,0.6789,0.7965
0,9,0.4688,0.7312,33,0.6441,0.8486
0,10,0.4734,0.8719,23,0.4357,0.7759
0,11,0.4875,0.6562,18,0.7106,0.8364
0,12,0.1812,0.3281,60,0.5021,0.7909
0,13,0.2156,0.5437,26,0.3926,0.8756
0,14,0.5367,0.8344,26,0.6368,0.7969
0,15,0.3188,0.5344,89,0.2459,0.4027
0,16,0.2391,0.3844,75,0.5424,0.6193
0,17,0.5437,0.7125,21,0.7659,0.7717
0,18,0.2016,0.3094,54,0.502,0.7557
0,19,0.2109,0.3563,63,0.4725,0.6942
0,20,0.1359,0.1688,138,0.4078,0.4812
0,21,0.1172,0.1313,90,0.6598,0.6864
0,22,0.225,0.3375,54,0.7248,0.7453
0,23,0.1875,0.2531,63,0.4996,0.7429
0,24,0.1938,0.3281,72,0.4466,0.7025
0,25,0.2859,0.4313,27,0.703,0.8898
0,26,0.1125,0.2156,65,0.3705,0.741
0,27,0.1219,0.2344,54,0.3898,0.7796
5,0,0.4844,0.6656,32,0.7668,0.8059
5,1,0.6038,0.8906,18,0.6144,0.8562
5,2,0.8969,0.9563,3,0.7771,0.8065
5,3,0.6445,0.9563,6,0.7556,0.8452
5,4,0.3719,0.5625,36,0.7097,0.8115
5,5,0.8344,0.9938,2,0.5146,0.8269
5,6,0.775,0.9938,2,0.5357,0.8266
5,7,0.7844,0.9844,3,0.6357,0.7882
5,8,0.682,0.7875,15,0.8005,0.8563
5,9,0.5531,0.825,12,0.7863,0.81
5,10,0.518,0.975,3,0.552,0.8673
5,11,0.5977,0.8625,9,0.7492,0.7955
5,12,0.2094,0.375,44,0.6193,0.7865
5,13,0.2269,0.5906,18,0.4367,0.8626
5,14,0.6023,0.9187,6,0.8099,0.8884
5,15,0.3937,0.6656,45,0.3556,0.5794
5,16,0.3656,0.5625,33,0.5908,0.7643
5,17,0.7312,0.9281,6,0.789,0.8389
5,18,0.2531,0.3469,39,0.5015,0.8134
5,19,0.2625,0.4219,26,0.6231,0.8595
5,20,0.1688,0.1969,63,0.6174,0.7549
5,21,0.1125,0.1406,78,0.7251,0.7338
5,22,0.2344,0.3656,39,0.7158,0.8079
5,23,0.2312,0.3375,24,0.5642,0.8868
5,24,0.2281,0.3656,27,0.5726,0.867
5,25,0.3047,0.4313,41,0.7471,0.8366
5,26,0.1172,0.225,68,0.3629,0.7258
5,27,0.1219,0.2344,41,0.4163,0.8327
10,0,0.55,0.7969,20,0.7495,0.8591
10,1,0.6825,0.9094,3,0.6941,0.9143
10,2,0.925,0.9563,3,0.8259,0.85
10,3,0.6773,0.9938,2,0.6199,0.8657
10,4,0.425,0.6281,36,0.6793,0.7955
10,5,0.8781,0.9656,3,0.7033,0.8696
10,6,0.7719,0.9469,6,0.7931,0.8902
10,7,0.8094,0.9844,3,0.5363,0.7545
10,8,0.682,0.7781,12,0.844,0.85
10,9,0.6406,0.9656,3,0.8236,0.8909
10,10,0.5133,0.9469,3,0.6213,0.904
10,11,0.6445,0.9281,6,0.8269,0.8652
10,12,0.2281,0.4219,44,0.6108,0.7865
10,13,0.2381,0.6094,12,0.4225,0.904
10,14,0.6422,0.9656,3,0.7986,0.8421
10,15,0.475,0.7969,18,0.4064,0.7231
10,16,0.4453,0.6469,18,0.6001,0.8407
10,17,0.825,0.9469,3,0.7854,0.8235
10,18,0.3,0.3844,39,0.7277,0.802
10,19,0.2953,0.4594,51,0.5361,0.7052
10,20,0.2062,0.2531,63,0.7399,0.7435
10,21,0.1172,0.15,57,0.7416,0.7904
10,22,0.2484,0.3937,30,0.6422,0.8454
10,23,0.2281,0.3375,27,0.5566,0.8841
10,24,0.2219,0.3469,24,0.5748,0.8852
10,25,0.3211,0.4688,39,0.7259,0.8534
10,26,0.1219,0.2344,63,0.3714,0.7429
10,27,0.1313,0.2437,57,0.3822,0.7645
15,0,0.6125,0.8344,15,0.7769,0.8707
15,1,0.72,0.9469,3,0.7194,0.9538
15,2,0.925,0.9375,3,0.872,0.8966
15,3,0.6891,0.9938,2,0.6389,0.8745
15,4,0.4531,0.6656,21,0.7526,0.8786
15,5,0.8937,0.9938,2,0.4982,0.8696
15,6,0.8,0.9938,2,0.5801,0.8767
15,7,0.8156,0.9844,3,0.5706,0.7405
15,8,0.7031,0.7781,12,0.8223,0.8776
15,9,0.6281,0.9,6,0.8491,0.9022
15,10,0.525,0.9844,3,0.5448,0.9204
15,11,0.6844,0.9094,9,0.7792,0.8523
15,12,0.25,0.4688,36,0.7625,0.7887
15,13,0.2569,0.6469,15,0.4574,0.8673
15,14,0.6727,0.975,3,0.7607,0.8349
15,15,0.5156,0.8438,15,0.4677,0.703
15,16,0.4922,0.7031,18,0.6183,0.8105
15,17,0.825,0.975,3,0.6971,0.7692
15,18,0.3234,0.4125,27,0.7874,0.8564
15,19,0.3422,0.4969,20,0.8398,0.8758
15,20,0.2203,0.2625,51,0.7696,0.8061
15,21,0.1266,0.1594,66,0.7377,0.7546
15,22,0.2625,0.4219,21,0.6523,0.8865
15,23,0.2406,0.375,27,0.5768,0.865
15,24,0.2156,0.3281,27,0.5707,0.8795
15,25,0.3539,0.4875,41,0.7068,0.8403
15,26,0.1219,0.2344,63,0.3714,0.7429
15,27,0.1547,0.2812,57,0.3761,0.7522
20,0,0.6188,0.9187,9,0.7762,0.8689
20,1,0.7388,0.9563,6,0.7788,0.8929
20,2,0.9344,0.9656,3,0.7966,0.85
20,3,0.7078,0.9938,2,0.5969,0.8512
20,4,0.4562,0.6188,15,0.7778,0.8861
20,5,0.9031,0.9938,2,0.5744,0.8732
20,6,0.8219,0.9938,2,0.518,0.7805
20,7,0.8406,0.9844,3,0.6093,0.7273
20,8,0.7148,0.7969,9,0.8543,0.9022
20,9,0.6125,0.8906,6,0.8658,0.9053
20,10,0.532,0.9563,3,0.621,0.8812
20,11,0.7125,0.9187,9,0.7975,0.8615
20,12,0.2625,0.5062,36,0.6707,0.7887
20,13,0.2456,0.5813,11,0.4891,0.9179
20,14,0.7008,0.9844,3,0.7077,0.8507
20,15,0.5438,0.8531,15,0.4434,0.6809
20,16,0.5109,0.7219,18,0.7449,0.7978
20,17,0.8531,0.9844,3,0.5483,0.6966
20,18,0.3328,0.4031,21,0.7882,0.8901
20,19,0.3422,0.4875,36,0.6743,0.7805
