time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
0,0,0.3906,0.4313,57,0.5877,0.6868
0,1,0.4912,0.7406,21,0.4522,0.764
0,2,0.8563,0.9187,6,0.6158,0.7692
0,3,0.5789,0.9187,6,0.6636,0.7866
0,4,0.3844,0.5531,48,0.6525,0.734
0,5,0.7625,0.8625,15,0.7067,0.8209
0,6,0.7156,0.9469,6,0.5683,0.6471
0,7,0.7781,0.9938,2,0.4701,0.709
0,8,0.7336,0.9281,6,0.7059,0.8723
0,9,0.5094,0.825,36,0.6186,0.8393
0,10,0.4992,0.9375,11,0.4464,0.7978
0,11,0.5625,0.7969,15,0.6704,0.8515
0,12,0.175,0.3281,48,0.5176,0.7767
0,13,0.2156,0.5531,36,0.3311,0.8252
0,14,0.5531,0.8812,21,0.6569,0.85
0,15,0.3281,0.5062,53,0.4098,0.6646
0,16,0.2531,0.4031,78,0.5728,0.5916
0,17,0.5391,0.7031,39,0.6972,0.805
0,18,0.2344,0.3375,48,0.6296,0.7736
0,19,0.1828,0.3,66,0.5483,0.7054
0,20,0.1219,0.15,159,0.4301,0.4448
0,21,0.1266,0.15,113,0.5219,0.6063
0,22,0.2531,0.3656,108,0.474,0.48
0,23,0.2219,0.3187,51,0.4973,0.7783
0,24,0.1844,0.2906,69,0.4663,0.7029
0,25,0.2859,0.4125,39,0.6974,0.8465
0,26,0.1313,0.2531,36,0.4247,0.8494
0,27,0.0984,0.1875,72,0.3615,0.7231
5,0,0.5344,0.7031,24,0.7878,0.8374
5,1,0.6356,0.825,6,0.656,0.9221
5,2,0.9156,0.9844,3,0.6564,0.8235
5,3,0.6305,0.9844,3,0.6806,0.7944
5,4,0.4844,0.6375,36,0.6676,0.6897
5,5,0.8281,0.975,5,0.6123,0.7345
5,6,0.8063,0.9844,3,0.5883,0.7399
5,7,0.8438,0.9938,2,0.5165,0.7931
5,8,0.7805,0.9938,2,0.5282,0.8286
5,9,0.5906,0.8719,9,0.7776,0.8085
5,10,0.5273,0.9938,2,0.4288,0.8776
5,11,0.6516,0.9281,3,0.8174,0.8696
5,12,0.2,0.3563,45,0.6019,0.7816
5,13,0.225,0.5719,21,0.3802,0.8467
5,14,0.607,0.9187,12,0.6862,0.835
5,15,0.4375,0.6562,27,0.4628,0.7611
5,16,0.3328,0.5062,21,0.7514,0.8671
5,17,0.6562,0.8063,15,0.8126,0.8671
5,18,0.3,0.3844,42,0.6085,0.7868
5,19,0.2391,0.3375,57,0.6165,0.7311
5,20,0.15,0.1688,90,0.669,0.6763
5,21,0.1266,0.1594,81,0.6943,0.6989
5,22,0.2625,0.3844,45,0.6622,0.7716
5,23,0.2531,0.4219,48,0.5215,0.794
5,24,0.2063,0.3656,48,0.43,0.7635
5,25,0.3117,0.45,39,0.761,0.8446
5,26,0.1453,0.2812,48,0.3957,0.7913
5,27,0.1078,0.2156,69,0.3625,0.7251
10,0,0.6281,0.8812,18,0.7137,0.8279
10,1,0.7612,0.9563,3,0.7586,0.8831
10,2,0.9156,0.9656,3,0.8231,0.8723
10,3,0.6445,0.9656,3,0.772,0.832
10,4,0.5719,0.7219,30,0.6871,0.7761
10,5,0.8125,0.9938,2,0.5442,0.82
10,6,0.8281,0.9938,2,0.4454,0.8816
10,7,0.8688,0.9844,3,0.5894,0.7212
10,8,0.7781,0.9844,3,0.6976,0.8315
10,9,0.6,0.8063,9,0.8248,0.8548
10,10,0.5461,0.9938,2,0.4198,0.8442
10,11,0.7266,0.9375,3,0.7763,0.8586
10,12,0.2031,0.3656,51,0.5897,0.7488
10,13,0.2344,0.5719,24,0.4759,0.8565
10,14,0.668,0.9938,2,0.6093,0.8325
10,15,0.5187,0.8719,15,0.498,0.8598
10,16,0.3609,0.5531,21,0.7424,0.8531
10,17,0.7266,0.8531,11,0.8127,0.8594
10,18,0.3422,0.4031,24,0.6263,0.8743
10,19,0.2859,0.3563,48,0.76,0.767
10,20,0.1594,0.1969,63,0.7498,0.7758
10,21,0.1219,0.1594,81,0.6515,0.6989
10,22,0.2578,0.3656,45,0.7292,0.7783
10,23,0.2781,0.45,36,0.5282,0.8371
10,24,0.2375,0.375,48,0.4783,0.7798
10,25,0.3539,0.5437,33,0.7836,0.8228
10,26,0.1547,0.3,21,0.4531,0.9062
10,27,0.1359,0.2719,60,0.3712,0.7425
15,0,0.6906,0.9656,6,0.6946,0.8269
15,1,0.8175,0.9938,2,0.6258,0.8831
15,2,0.9469,0.9563,3,0.8137,0.8696
15,3,0.682,0.9844,3,0.6715,0.7899
15,4,0.65,0.7688,15,0.7745,0.8065
15,5,0.8281,0.975,3,0.7607,0.8302
15,6,0.8156,0.9938,2,0.4196,0.8588
