time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
0,0,0.3438,0.3656,35,0.6654,0.8276
0,1,0.4237,0.7125,32,0.4234,0.7557
0,2,0.775,0.8812,32,0.3633,0.6735
0,3,0.5414,0.8531,32,0.6182,0.8606
0,4,0.3,0.4031,59,0.5974,0.7366
0,5,0.5812,0.6656,59,0.3713,0.6758
0,6,0.5031,0.7031,77,0.3263,0.4195
0,7,0.6625,0.9563,14,0.4382,0.6832
0,8,0.5484,0.7312,35,0.5519,0.6131
0,9,0.4062,0.5719,57,0.5699,0.585
0,10,0.4125,0.8344,35,0.3695,0.7651
0,11,0.4781,0.6094,21,0.6992,0.832
0,12,0.1625,0.2906,122,0.3429,0.5793
0,13,0.2062,0.5344,39,0.3444,0.7383
0,14,0.4898,0.7219,35,0.6228,0.7837
0,15,0.2812,0.4406,107,0.2114,0.4022
0,16,0.225,0.3656,71,0.4992,0.6502
0,17,0.4828,0.6188,39,0.7387,0.8134
0,18,0.2109,0.3187,83,0.4769,0.6193
0,19,0.2062,0.3094,57,0.5174,0.7421
0,20,0.1406,0.2062,90,0.4901,0.6457
0,21,0.0984,0.1125,137,0.481,0.5324
0,22,0.2297,0.3281,65,0.7157,0.7662
0,23,0.1781,0.2437,54,0.4975,0.7849
0,24,0.1875,0.3281,93,0.3693,0.5674
0,25,0.2602,0.3844,35,0.6322,0.8589
0,26,0.1031,0.1969,92,0.321,0.642
0,27,0.1078,0.2062,81,0.3406,0.6811
5,0,0.4844,0.525,30,0.6558,0.8026
5,1,0.5306,0.8531,15,0.628,0.7383
5,2,0.9062,0.9938,2,0.5091,0.7692
5,3,0.6328,0.9938,2,0.5857,0.8566
5,4,0.4,0.5813,18,0.6907,0.8657
5,5,0.8094,0.9938,2,0.4674,0.7023
5,6,0.7125,0.9469,3,0.8254,0.867
5,7,0.7188,0.9938,2,0.5294,0.8092
5,8,0.7055,0.8719,9,0.8028,0.8827
5,9,0.5875,0.825,12,0.8137,0.867
5,10,0.5273,0.9656,3,0.593,0.8659
5,11,0.5719,0.7406,18,0.7372,0.8882
5,12,0.2125,0.4031,60,0.4908,0.6859
5,13,0.2213,0.5625,18,0.4491,0.8714
5,14,0.6141,0.9844,3,0.6917,0.8992
5,15,0.3531,0.5813,48,0.4457,0.7176
5,16,0.2812,0.4406,33,0.6801,0.8156
5,17,0.5766,0.6844,15,0.8199,0.8515
5,18,0.2672,0.3469,41,0.6481,0.8038
5,19,0.2297,0.3281,45,0.5464,0.7907
5,20,0.1594,0.1875,63,0.6109,0.7577
5,21,0.1266,0.1313,98,0.6314,0.6512
5,22,0.2203,0.3281,39,0.7033,0.8186
5,23,0.25,0.3469,39,0.5495,0.8134
5,24,0.2344,0.3563,42,0.4404,0.8019
5,25,0.2602,0.375,24,0.6796,0.88
5,26,0.0984,0.1781,74,0.3593,0.7186
5,27,0.1313,0.2437,45,0.407,0.814
10,0,0.5875,0.6469,27,0.6229,0.7731
10,1,0.5906,0.9281,6,0.6606,0.8043
10,2,0.9156,0.9656,3,0.7216,0.8868
