0 1 2 3
0 3 53 1
0 5 5 1
0 6 2 24
0 7 52 28
0 8 2 25
0 9 95 3
0 10 95 1
0 15 13 11
0 16 48 1
0 17 1 6
0 18 1 16
0 19 6 24
0 20 93 2
0 24 6 1
0 26 1 24
1 0 98 1
1 2 170 10
1 4 3 3
1 5 5 1
1 6 1 15
1 7 1 20
1 8 11 1
1 9 3 4
1 10 80 1
1 11 89 2
1 16 39 1
1 17 380 1
1 18 1 15
1 19 128 23
1 20 7 17
1 24 66 1
1 25 64 1
1 26 7 12
2 1 27 16
2 3 48 1
2 4 1 14
2 6 78 1
2 7 154 1
2 8 423 1
2 10 15 24
2 11 63 1
2 13 18 7
2 17 6 1
3 0 12 1
3 2 3 10
3 4 1 9
3 5 34 1
3 6 43 2
3 8 27 14
3 10 178 25
3 11 6 3
3 14 3 17
3 16 1 1
3 20 66 1
3 24 9 1
3 25 23 6
4 0 8 2
4 1 2 9
4 2 99 1
4 5 23 9
4 6 48 1
4 8 266 24
4 10 240 1
4 11 177 4
4 13 1 19
4 17 45 1
4 19 1 4
4 20 125 4
4 21 3 21
4 22 1 13
4 25 4 20
4 27 60 15
5 0 64 1
5 1 1 10
5 3 6 1
5 4 130 1
5 6 182 1
5 7 86 1
5 8 94 1
5 9 10 25
5 12 97 1
5 14 40 19
5 15 4 1
5 16 3 1
5 18 1 14
5 20 1 18
5 22 1 7
5 24 16 1
6 0 3 20
6 1 319 1
6 2 84 1
6 3 112 16
6 4 6 14
6 5 11 25
6 8 12 10
6 9 114 1
6 10 86 1
6 11 4 12
6 12 88 1
6 14 71 2
6 18 6 18
6 19 71 2
6 24 5 13
6 25 1 12
7 0 1 20
7 1 3 24
7 2 2 15
7 3 3 26
7 5 11 19
7 6 3 9
7 8 9 28
7 9 5 9
7 10 33 5
7 11 9 12
7 12 34 4
7 14 43 1
7 15 2 18
7 16 1 11
7 20 4 27
7 23 3 24
7 24 87 1
7 25 2 15
7 27 1 2
8 0 17 1
8 1 9 1
8 2 22 1
8 3 4 1
8 6 84 1
8 9 6 9
8 10 2 23
8 11 144 1
8 12 145 2
8 13 14 17
8 19 62 1
8 20 77 3
8 21 5 2
8 24 4 1
8 25 13 7
8 26 1 6
9 1 79 2
9 2 1 14
9 4 66 1
9 6 279 1
9 8 205 1
9 10 4 26
9 11 39 1
9 12 158 1
9 15 49 4
9 17 52 6
9 18 109 1
9 19 38 5
10 0 37 2
10 1 205 2
10 2 82 1
10 3 1 22
10 4 70 26
10 5 90 1
10 6 138 1
10 7 168 1
10 8 5 12
10 9 275 1
10 11 2 29
10 13 75 1
10 14 152 1
10 15 1 20
10 16 16 20
10 17 3 8
10 22 57 1
10 24 1 27
10 27 3 4
11 1 52 1
11 3 191 1
11 4 1 17
11 6 1 18
11 7 395 1
11 8 119 1
11 10 1 9
11 12 127 2
11 13 120 2
11 14 31 25
11 15 2 10
11 20 2 14
11 21 55 3
11 22 116 2
11 24 1 18
11 25 149 1
11 27 1 8
12 4 184 1
12 6 98 1
12 7 117 12
12 9 20 1
12 10 37 1
12 11 1 24
12 13 6 15
12 16 1 8
12 21 37 4
13 6 3 14
13 10 1 22
13 11 2 4
13 15 3 12
13 25 1 10
14 4 3 27
14 6 73 1
14 8 4 7
14 10 48 1
14 11 2 19
14 12 122 6
14 13 13 1
14 15 47 1
14 23 2 8
15 2 1 13
15 4 2 5
15 5 1 17
15 7 171 1
15 8 2 16
15 10 96 1
15 11 4 5
15 23 5 23
15 25 5 2
16 0 8 1
16 1 140 1
16 2 48 6
16 3 10 1
16 4 1 19
16 5 1 1
16 6 87 1
16 8 3 1
16 12 1 16
16 17 1 8
16 18 17 1
16 24 5 1
17 1 2 2
17 2 91 1
17 3 6 6
17 4 37 27
17 6 1 10
17 7 1 21
17 8 1 2
17 16 6 1
17 20 110 8
17 23 47 8
18 0 7 27
18 1 76 3
18 4 233 10
18 5 1 13
18 7 105 17
18 11 48 2
18 12 44 1
18 13 13 12
18 14 27 13
18 15 21 19
18 16 69 1
18 19 2 22
18 20 34 1
18 21 7 14
19 0 119 1
19 6 71 4
19 7 1 7
19 8 94 1
19 10 1 22
19 20 62 1
20 0 19 2
20 2 25 24
20 3 85 1
20 5 3 21
20 6 2 15
20 7 11 1
20 11 70 2
20 16 72 13
20 19 44 5
20 22 2 1
20 23 4 26
20 26 47 18
20 27 1 26
21 7 4 9
21 12 29 1
21 17 1 3
21 24 2 21
22 4 6 13
22 6 19 10
22 11 1 10
22 12 4 6
22 13 2 3
22 20 41 1
23 3 1 13
23 6 7 24
23 18 2 2
24 0 64 1
24 1 32 1
24 3 19 1
24 5 29 1
24 7 17 2
24 8 12 15
24 9 21 1
24 10 2 4
24 11 11 16
24 12 1 2
24 16 2 1
24 26 2 9
24 27 7 23
25 0 2 8
25 1 1 3
25 5 1 16
25 6 1 15
25 7 1 16
25 10 2 17
25 11 6 6
25 14 1 13
25 20 5 5
25 26 1 14
25 27 27 15
26 0 39 3
26 7 2 1
26 16 1 8
26 27 7 12
27 3 23 16
27 7 5 1
27 8 17 9
27 11 159 1
27 16 22 9
27 18 26 14
