0 1 2 3
0 3 82 1
0 4 122 1
0 5 141 1
0 6 79 2
0 7 6 10
0 8 225 1
0 9 213 9
0 11 195 1
0 12 1 1
0 16 15 1
0 18 2 1
0 19 171 1
0 20 6 16
0 24 4 1
1 0 118 1
1 2 4 1
1 3 85 1
1 5 67 1
1 6 41 1
1 8 27 1
1 9 1 4
1 11 120 5
1 14 1 10
1 15 94 3
1 16 173 1
1 17 25 1
1 19 60 2
1 20 88 1
1 24 88 1
2 0 89 1
2 1 8 1
2 3 141 21
2 4 4 16
2 6 2 1
2 7 26 1
2 8 4 10
2 10 18 1
2 11 1 19
2 12 59 1
2 14 4 22
2 15 16 6
2 17 1 23
2 20 10 9
2 23 2 9
2 27 5 11
3 0 27 1
3 1 131 1
3 2 24 1
3 4 2 5
3 5 88 1
3 6 225 25
3 7 245 1
3 8 3 1
3 9 130 18
3 10 1 18
3 11 300 1
3 16 42 2
3 17 2 29
3 18 1 11
3 24 12 1
4 0 273 1
4 1 73 1
4 5 178 17
4 6 43 1
4 8 160 1
4 9 58 15
4 10 65 1
4 14 10 9
4 15 2 20
4 17 5 22
4 18 1 19
4 19 3 2
4 23 1 17
4 24 5 1
4 26 2 23
5 0 149 1
5 1 5 1
5 3 19 1
5 4 3 26
5 6 229 1
5 7 1 4
5 8 100 1
5 9 328 1
5 10 124 1
5 11 1 6
5 12 28 2
5 14 26 1
5 15 18 2
5 16 6 8
5 19 29 1
5 20 1 24
5 24 7 1
6 0 36 1
6 1 4 28
6 2 10 7
6 3 1 22
6 4 162 1
6 5 410 1
6 7 3 8
6 8 142 1
6 9 7 26
6 10 32 1
6 11 6 1
6 12 92 1
6 15 87 2
6 16 9 10
6 22 4 13
7 0 339 1
7 1 1 7
7 2 309 1
7 3 4 1
7 5 139 1
7 6 21 1
7 8 4 12
7 9 85 2
7 10 314 1
7 11 91 10
7 14 134 1
7 15 238 1
7 16 1 23
7 18 14 8
7 20 205 12
7 24 224 2
7 25 95 1
7 27 11 1
8 0 55 1
8 1 11 1
8 2 17 27
8 3 141 1
8 4 1 15
8 5 51 1
8 6 278 21
8 7 156 1
8 9 98 1
8 10 248 1
8 11 2 20
8 12 1 6
8 14 2 13
8 16 27 1
8 17 1 3
8 18 108 1
8 19 70 3
8 23 39 5
8 24 95 1
9 1 15 6
9 2 1 28
9 4 30 26
9 5 20 26
9 6 3 2
9 8 3 28
9 10 54 1
9 12 78 1
9 14 116 2
9 22 70 2
9 24 1 5
9 25 23 25
9 27 2 27
10 1 28 2
10 2 1 24
10 4 2 22
10 5 1 9
10 6 27 1
10 7 1 29
10 8 150 1
10 11 7 24
10 12 1 3
10 13 3 13
10 14 145 1
10 15 201 21
10 16 16 8
10 17 209 1
10 24 1 13
10 25 1 8
10 26 111 6
11 1 1 6
11 2 23 10
11 3 1 13
11 4 3 23
11 7 261 1
11 8 86 19
11 9 2 24
11 10 333 1
11 12 1 10
11 13 12 1
11 14 86 1
11 15 39 18
11 16 1 20
11 17 61 2
11 19 34 13
11 23 61 21
11 24 52 1
11 25 4 8
11 26 153 1
11 27 146 1
12 0 19 1
12 2 61 4
12 3 68 1
12 6 7 1
12 7 30 2
12 8 36 11
12 9 21 4
12 10 96 8
12 11 8 29
12 13 1 20
12 14 74 29
12 17 57 6
12 18 1 28
12 22 1 28
13 0 32 6
13 6 13 12
13 8 173 2
13 9 1 28
13 12 1 8
13 14 40 9
13 18 1 18
14 3 3 20
14 8 31 1
14 9 1 29
14 10 1 7
14 11 260 1
14 12 79 3
14 15 1 19
14 17 80 29
14 19 10 1
14 22 3 24
14 24 16 10
14 26 18 29
15 1 84 1
15 3 21 3
15 5 24 7
15 6 52 1
15 7 76 1
15 10 74 1
15 14 8 22
15 20 24 7
15 22 7 13
15 27 10 21
16 0 109 1
16 1 48 1
16 3 79 1
16 4 196 2
16 5 10 1
16 8 65 1
16 17 8 17
16 18 30 25
16 20 58 1
16 21 29 12
16 23 22 12
16 24 24 1
17 0 25 1
17 1 2 2
17 3 81 1
17 5 74 2
17 6 146 2
17 8 25 22
17 9 194 1
17 10 5 23
17 13 5 20
17 15 1 7
17 16 230 1
17 26 56 3
18 1 1 17
18 2 7 19
18 4 301 1
18 5 1 9
18 12 103 7
18 16 2 9
18 17 58 1
18 19 1 9
18 24 2 4
18 27 1 5
19 0 110 1
19 3 17 5
19 6 56 1
19 8 18 6
19 17 76 16
19 18 50 18
19 20 224 1
20 0 38 1
20 1 11 10
20 7 240 1
20 9 5 11
20 10 111 4
20 11 176 2
20 17 2 11
20 19 222 1
20 21 6 10
20 24 10 12
21 4 1 19
21 9 82 12
21 16 1 27
21 18 2 15
21 24 2 21
22 1 1 3
22 5 12 11
22 14 7 9
23 1 1 12
23 6 8 1
23 8 138 27
23 10 8 14
23 11 1 25
23 12 5 10
23 25 1 20
24 0 28 1
24 1 25 1
24 3 7 1
24 5 3 1
24 6 1 3
24 7 57 14
24 8 24 1
24 11 247 1
24 15 16 1
24 16 7 1
24 20 4 22
24 26 21 3
25 4 7 7
25 5 1 28
25 6 80 2
25 7 2 24
25 8 1 19
25 10 163 25
25 11 4 1
25 14 12 25
25 20 74 7
25 26 1 27
26 3 1 27
26 4 1 18
26 17 58 18
26 24 20 6
26 25 12 29
26 27 14 16
27 0 1 25
27 1 4 28
27 7 184 1
27 8 73 2
27 10 6 13
27 11 8 29
27 16 18 1
27 20 22 1
27 24 6 17
27 26 30 2
