0 1 2 3
0 2 91 1
0 3 2 29
0 4 8 16
0 5 48 27
0 6 258 1
0 7 149 1
0 8 4 3
0 10 119 2
0 11 2 24
0 13 1 6
0 16 23 12
0 17 9 18
0 19 1 7
0 20 45 2
0 23 18 2
0 24 5 29
1 0 7 5
1 2 9 23
1 3 3 28
1 4 22 5
1 5 177 20
1 6 2 1
1 7 109 1
1 8 7 1
1 9 2 14
1 10 14 8
1 11 2 21
1 15 86 6
1 16 5 6
1 20 1 11
1 24 4 8
1 25 63 2
1 27 1 18
2 0 33 1
2 1 291 1
2 3 25 6
2 4 192 2
2 6 7 1
2 7 76 1
2 8 11 21
2 10 1 18
2 11 184 1
2 15 1 29
2 17 28 2
2 19 1 8
2 24 12 9
3 0 7 11
3 1 6 24
3 2 15 3
3 4 3 19
3 5 5 13
3 7 16 13
3 8 4 20
3 10 1 27
3 14 3 1
3 16 6 17
3 24 6 4
4 1 43 1
4 2 1 5
4 3 7 18
4 5 27 1
4 6 40 28
4 7 135 1
4 8 220 1
4 9 1 21
4 17 1 6
4 19 1 15
4 22 3 22
4 24 19 12
5 0 4 19
5 1 4 16
5 3 4 11
5 4 96 10
5 6 82 1
5 8 1 4
5 9 25 1
5 10 18 1
5 16 5 1
5 17 53 1
5 18 90 1
5 19 2 7
5 24 4 27
6 0 1 1
6 1 3 14
6 2 2 10
6 4 1 25
6 5 23 25
6 7 20 25
6 8 293 1
6 9 397 1
6 10 201 1
6 12 24 1
6 16 112 3
6 17 280 1
6 21 1 18
7 1 11 4
7 2 123 1
7 3 2 5
7 4 183 2
7 5 36 1
7 6 211 1
7 8 32 4
7 9 5 21
7 10 1 24
7 11 34 1
7 13 109 2
7 14 169 1
7 15 5 11
7 17 1 3
7 18 47 1
7 22 40 1
7 27 75 1
8 0 53 1
8 1 4 28
8 2 2 21
8 3 3 10
8 4 29 1
8 5 5 9
8 6 170 1
8 7 3 14
8 10 336 21
8 12 83 1
8 13 81 26
8 15 64 1
8 16 4 25
8 17 1 3
8 18 2 29
8 20 120 2
8 22 3 4
8 24 5 18
8 25 169 6
8 26 2 4
8 27 11 16
9 0 37 1
9 1 17 2
9 5 2 6
9 6 279 1
9 7 226 1
9 8 1 23
9 10 1 27
9 11 118 1
9 12 8 1
9 15 1 13
9 25 6 19
10 1 1 1
10 2 1 27
10 5 2 4
10 6 137 1
10 7 186 1
10 8 102 1
10 9 4 13
10 11 5 12
10 14 1 4
10 17 2 26
10 18 13 7
10 19 95 2
10 20 15 22
10 22 97 2
10 24 1 15
10 25 41 2
11 0 1 16
11 2 4 16
11 3 90 1
11 6 1 29
11 7 59 1
11 8 85 1
11 9 4 12
11 12 3 20
11 13 13 1
11 14 8 10
11 15 86 24
11 17 23 18
11 19 10 14
11 20 151 1
11 23 154 1
11 24 80 1
11 25 5 28
11 27 9 4
12 3 56 4
12 5 137 1
12 7 1 26
12 8 24 1
12 9 65 1
12 13 141 15
12 18 1 9
12 22 5 3
13 1 46 7
13 2 1 28
13 5 25 17
13 8 1 5
13 10 187 1
13 11 137 1
13 12 3 7
13 14 27 1
14 0 1 20
14 1 5 25
14 3 19 7
14 5 12 5
14 6 124 13
14 7 53 2
14 10 73 16
14 11 101 1
14 15 3 28
14 19 1 3
14 23 10 8
14 25 9 23
14 27 1 6
15 3 1 18
15 4 1 27
15 7 220 1
15 11 1 21
15 12 68 1
15 17 7 25
16 0 4 23
16 1 4 22
16 3 58 2
16 5 8 9
16 6 63 1
16 8 4 11
16 17 4 2
16 18 57 1
16 20 1 21
16 24 4 25
16 27 9 27
17 0 3 21
17 1 131 1
17 2 25 1
17 4 3 4
17 6 75 2
17 8 1 18
17 9 1 10
17 11 22 14
17 16 11 11
17 22 24 7
18 1 6 20
18 4 7 15
18 5 22 1
18 7 2 11
18 8 52 1
18 9 22 2
18 14 28 12
18 16 55 1
18 17 3 2
19 0 2 3
19 3 16 1
19 6 1 27
19 7 6 5
19 12 1 8
19 18 2 24
19 20 54 1
20 1 32 1
20 3 13 23
20 9 17 3
20 16 7 19
20 17 86 1
20 19 8 15
20 25 1 14
21 0 1 15
21 9 1 9
21 18 30 1
21 25 1 24
22 0 1 22
22 2 6 23
22 3 8 1
22 9 1 17
22 12 23 5
22 14 28 7
22 24 15 1
23 0 59 6
23 6 24 3
23 7 1 6
23 9 4 12
23 11 123 8
23 12 38 1
23 14 3 24
23 17 32 7
23 27 17 16
24 0 5 7
24 1 5 2
24 3 5 16
24 5 4 24
24 6 85 1
24 7 3 17
24 8 4 14
24 9 5 12
24 10 1 25
24 12 1 18
24 13 1 28
24 16 4 14
24 19 1 6
24 23 36 14
25 0 3 29
25 7 42 1
25 8 1 22
25 11 11 1
25 17 55 1
25 24 5 21
26 3 1 3
26 12 1 10
26 27 12 4
27 0 5 14
27 1 2 19
27 11 99 1
27 14 2 4
27 20 10 1
