0 1 2 3
0 3 2 19
0 4 4 2
0 5 5 12
0 7 22 4
0 8 40 1
0 9 4 13
0 12 50 20
0 13 2 25
0 16 4 13
0 17 45 2
0 19 125 1
0 24 11 18
1 0 56 21
1 2 15 9
1 3 17 1
1 5 71 14
1 6 102 1
1 7 2 1
1 8 3 5
1 9 3 6
1 12 169 1
1 15 2 2
1 16 43 9
1 17 2 16
1 24 5 9
2 0 3 9
2 1 102 13
2 3 75 1
2 4 1 18
2 6 2 14
2 7 51 29
2 8 3 18
2 9 1 23
2 10 217 1
2 11 9 1
2 16 1 6
2 18 1 15
2 20 68 1
2 25 1 4
3 0 24 10
3 1 104 10
3 2 102 1
3 4 41 1
3 5 4 16
3 6 2 19
3 7 9 22
3 8 157 19
3 11 1 4
3 12 1 28
3 16 49 13
3 17 70 4
3 19 2 2
3 20 1 6
3 24 40 12
3 25 32 9
3 26 15 1
4 0 305 2
4 1 29 10
4 2 184 1
4 3 119 1
4 5 18 1
4 6 142 1
4 8 12 23
4 9 1 29
4 10 283 2
4 11 1 3
4 12 147 2
4 16 8 1
4 17 18 1
4 18 47 1
4 19 2 26
4 20 76 3
4 22 2 20
5 0 4 3
5 1 35 22
5 2 23 1
5 3 19 1
5 4 214 1
5 6 6 19
5 7 248 4
5 8 1 22
5 9 11 9
5 10 1 2
5 12 1 23
5 14 29 2
5 16 51 15
5 17 1 7
5 18 1 7
5 20 4 24
5 22 1 14
5 24 4 15
5 25 1 8
6 0 250 2
6 1 5 19
6 2 216 1
6 3 1 16
6 4 2 20
6 5 55 1
6 7 335 1
6 8 35 1
6 9 183 1
6 10 2 20
6 12 2 4
6 13 85 15
6 14 1 13
6 17 1 9
6 18 111 1
6 21 1 27
6 22 1 21
6 24 4 10
7 1 92 1
7 2 11 26
7 4 1 28
7 5 1 24
7 6 11 3
7 8 232 17
7 9 42 3
7 10 18 2
7 11 186 8
7 14 5 5
7 15 222 1
7 16 2 29
7 18 131 6
7 19 18 6
7 20 1 4
7 22 123 1
7 23 6 26
8 0 21 1
8 1 54 17
8 2 23 18
8 3 226 8
8 4 8 17
8 5 4 23
8 6 374 1
8 7 277 20
8 9 13 1
8 10 49 25
8 16 36 4
8 17 1 4
8 18 1 18
8 19 1 21
8 20 1 1
8 24 24 9
8 25 1 9
9 1 1 23
9 3 2 2
9 4 8 4
9 5 413 15
9 6 142 1
9 7 1 18
9 8 2 24
9 10 429 17
9 11 2 4
9 12 2 27
9 14 11 3
9 17 1 14
9 19 1 21
9 20 3 18
9 21 1 13
10 0 125 1
10 2 256 1
10 3 1 26
10 4 5 2
10 5 323 16
10 6 1 25
10 7 29 26
10 9 4 16
10 11 153 1
10 12 1 26
10 14 4 8
10 15 86 1
10 17 17 1
10 21 6 4
10 22 111 25
10 25 174 19
11 1 16 27
11 3 25 23
11 5 5 16
11 7 4 15
11 8 1 8
11 10 80 1
11 14 31 1
11 15 2 1
11 18 103 1
11 20 1 9
11 23 10 16
11 24 6 1
11 25 21 10
11 26 7 2
11 27 3 12
12 5 1 11
12 7 2 6
12 8 241 1
12 9 1 9
12 10 4 8
12 11 16 17
12 15 20 1
12 16 21 1
12 18 24 2
12 20 30 2
12 21 2 12
13 4 6 17
13 5 3 8
13 8 3 20
13 11 1 21
13 12 177 1
13 18 28 2
13 20 1 2
14 1 1 10
14 3 1 7
14 6 6 10
14 10 179 1
14 11 1 5
14 12 96 1
14 13 28 1
14 15 23 1
14 23 1 9
15 6 2 12
15 10 219 16
15 11 77 24
15 12 1 26
15 14 74 1
15 23 26 1
15 24 1 2
15 25 3 1
16 0 283 2
16 1 90 22
16 3 105 14
16 5 55 19
16 7 2 1
16 8 21 20
16 9 31 6
16 10 3 1
16 17 1 14
16 19 35 4
16 24 41 16
17 1 2 11
17 2 1 21
17 4 36 3
17 7 110 2
17 13 47 1
17 16 1 1
17 20 66 3
17 22 47 2
17 24 2 9
17 26 2 10
18 6 132 2
18 7 1 21
18 8 188 1
18 11 61 2
18 12 53 16
18 14 2 14
18 16 15 5
18 23 1 8
18 26 3 9
19 1 17 20
19 7 5 28
19 8 2 8
19 11 116 11
19 12 20 10
19 20 15 16
19 23 4 26
20 0 7 4
20 1 1 17
20 2 110 3
20 7 18 1
20 8 1 24
20 15 16 2
20 18 82 25
20 19 3 20
20 25 1 7
21 4 2 3
21 26 1 6
22 0 2 20
22 2 3 10
22 5 1 10
22 10 4 24
22 11 80 2
22 12 1 9
22 23 1 14
22 24 1 20
23 6 78 11
23 10 138 3
23 11 24 1
23 22 18 4
23 26 4 4
24 0 11 25
24 1 4 24
24 3 77 16
24 5 4 5
24 6 1 10
24 7 173 1
24 8 26 15
24 10 119 2
24 11 9 18
24 12 3 27
24 16 4 5
24 23 10 1
25 7 1 22
25 9 92 2
25 11 1 12
25 13 13 20
25 14 28 1
25 15 1 12
25 17 1 16
25 18 1 25
25 24 8 5
26 10 1 5
26 11 4 11
26 14 7 28
26 25 32 13
26 27 104 3
27 6 82 3
27 7 23 4
27 9 67 20
27 10 1 2
27 11 3 7
27 25 2 6
