0 1 2 3
0 2 2 26
0 3 11 2
0 4 133 1
0 5 37 1
0 7 2 9
0 8 20 1
0 9 52 1
0 12 2 23
0 14 32 8
0 16 3 1
0 17 120 20
0 19 167 1
0 20 99 1
0 24 44 22
0 26 43 1
0 27 8 7
1 0 14 1
1 2 38 1
1 3 76 1
1 4 5 1
1 5 156 7
1 6 284 1
1 7 25 28
1 8 15 24
1 10 1 10
1 13 53 6
1 16 89 1
1 17 76 1
1 18 201 2
1 23 3 5
1 24 3 1
1 26 1 4
2 0 155 26
2 1 14 10
2 3 19 3
2 4 5 28
2 7 2 10
2 8 197 1
2 9 7 21
2 15 7 15
2 18 33 2
2 20 105 4
2 26 9 1
3 0 116 29
3 1 65 1
3 2 205 1
3 5 28 18
3 6 1 25
3 7 3 29
3 8 47 15
3 10 6 1
3 11 76 1
3 16 58 1
3 20 2 3
3 24 1 1
4 0 1 20
4 3 63 1
4 5 132 1
4 6 3 23
4 10 3 1
4 12 201 1
4 14 105 7
4 16 18 29
4 18 20 7
4 20 5 8
5 0 121 1
5 1 55 1
5 3 5 1
5 4 14 1
5 6 7 1
5 7 152 1
5 8 10 1
5 9 3 17
5 10 1 17
5 11 110 2
5 12 1 29
5 16 6 1
5 18 1 15
5 24 2 1
6 0 64 1
6 1 17 10
6 2 20 1
6 4 2 4
6 5 128 21
6 7 132 1
6 8 6 23
6 9 73 1
6 10 2 1
6 11 286 1
6 12 240 2
6 23 38 1
6 26 6 3
6 27 46 3
7 0 218 1
7 2 61 1
7 3 9 11
7 4 12 5
7 6 6 15
7 8 4 14
7 9 85 1
7 11 242 6
7 12 18 1
7 13 115 3
7 15 181 8
7 16 13 18
7 19 1 3
7 24 175 1
7 25 1 15
8 0 10 1
8 1 5 1
8 2 209 1
8 3 5 1
8 4 52 9
8 6 243 2
8 7 12 23
8 9 1 15
8 10 7 8
8 11 4 21
8 13 33 3
8 14 1 6
8 15 1 22
8 16 72 19
8 17 33 1
8 19 25 1
8 20 123 1
8 24 60 1
8 25 15 20
9 4 1 2
9 5 5 19
9 6 120 1
9 7 222 3
9 10 116 1
9 12 139 1
9 14 86 1
9 15 4 17
9 17 7 9
9 18 71 1
9 24 1 14
10 1 2 24
10 2 1 14
10 3 121 1
10 4 259 2
10 6 1 1
10 7 3 2
10 8 92 1
10 9 12 10
10 11 23 1
10 13 1 2
10 14 27 1
10 15 194 1
10 18 17 20
10 21 3 21
10 24 76 1
10 25 138 1
10 27 94 2
11 0 108 1
11 1 224 1
11 3 15 18
11 4 6 4
11 5 82 1
11 6 7 1
11 7 122 1
11 8 6 26
11 9 1 26
11 10 28 1
11 12 1 28
11 14 2 28
11 15 4 27
11 16 3 20
11 20 1 25
11 24 1 4
11 25 307 1
11 26 120 1
11 27 1 14
12 1 71 17
12 4 25 6
12 6 48 1
12 9 96 1
12 10 136 1
12 11 2 1
12 14 64 1
12 17 73 7
12 19 36 19
12 22 70 28
12 24 35 13
13 2 1 7
13 5 5 22
13 6 1 24
13 10 4 19
13 11 6 10
13 20 15 2
13 22 1 22
13 23 1 23
14 0 30 4
14 7 3 23
14 8 50 9
14 9 1 15
14 10 6 16
14 11 71 1
14 15 1 12
14 17 28 1
14 23 1 22
14 24 19 29
14 27 5 19
15 4 1 12
15 6 1 17
15 7 193 1
15 8 1 21
15 9 17 2
15 11 19 13
15 12 1 4
15 13 17 6
15 16 29 18
15 17 39 8
15 20 59 1
15 24 3 2
15 25 10 1
15 26 3 3
16 0 1 1
16 1 7 1
16 2 1 8
16 3 4 1
16 4 5 21
16 5 44 1
16 8 107 1
16 9 8 29
16 17 2 4
16 18 5 9
16 23 17 5
16 24 4 1
16 26 24 1
17 0 3 1
17 1 2 4
17 2 3 14
17 6 1 25
17 7 176 2
17 9 9 24
17 16 1 22
17 18 1 12
17 20 2 21
17 22 2 17
18 0 1 3
18 4 4 1
18 6 34 13
18 7 1 20
18 8 2 9
18 10 1 2
18 16 5 7
18 17 115 2
18 26 1 20
19 1 14 3
19 4 80 1
19 6 44 2
19 11 2 25
19 20 5 27
19 24 8 11
19 26 13 22
19 27 1 21
20 0 6 27
20 2 68 1
20 3 1 26
20 5 72 3
20 7 106 2
20 10 8 1
20 11 1 28
20 12 1 29
20 15 57 9
20 19 132 29
20 23 1 23
20 24 64 14
21 2 4 27
21 6 1 29
21 10 2 9
21 16 1 7
22 7 66 5
22 9 1 16
22 20 11 2
22 21 13 26
22 24 19 1
23 3 2 3
23 7 7 28
23 9 1 20
23 10 39 4
23 11 9 11
23 12 73 3
23 16 21 3
23 18 1 11
23 21 1 18
23 26 18 3
24 0 3 1
24 1 4 1
24 3 1 1
24 5 19 1
24 7 1 4
24 8 1 1
24 12 1 16
24 14 8 8
24 16 1 1
25 6 103 1
25 8 13 25
25 11 8 1
25 12 13 6
25 14 3 25
25 24 2 28
25 27 3 1
26 4 51 7
26 17 35 4
26 18 1 24
26 20 4 18
27 6 1 22
27 10 125 3
27 16 1 11
27 23 3 24
27 25 24 1
