0 1 2 3
0 2 72 1
0 4 67 11
0 5 1 5
0 8 39 21
0 11 125 1
0 16 40 26
0 17 1 3
0 18 114 1
0 19 14 17
0 20 2 2
0 21 24 14
0 22 1 16
0 24 3 18
1 0 2 3
1 2 7 18
1 3 3 13
1 4 291 17
1 5 2 6
1 6 243 1
1 7 9 10
1 8 1 14
1 9 5 2
1 10 1 29
1 12 1 13
1 15 2 8
1 16 3 7
1 17 2 16
1 24 2 7
1 25 28 19
2 1 4 6
2 3 63 1
2 4 109 1
2 5 4 14
2 6 3 2
2 7 13 1
2 8 104 21
2 9 28 1
2 10 4 1
2 14 6 20
2 16 14 10
2 17 54 1
3 0 1 8
3 1 158 26
3 2 1 28
3 4 34 1
3 5 2 22
3 7 1 8
3 8 4 8
3 10 18 7
3 11 3 10
3 16 3 2
3 17 26 1
3 18 1 27
3 20 1 13
3 24 2 25
3 25 9 2
3 27 8 17
4 1 255 1
4 3 135 1
4 5 30 1
4 6 255 1
4 7 1 9
4 8 100 10
4 9 255 1
4 10 1 2
4 12 2 13
4 14 69 5
4 15 61 13
4 17 116 1
4 18 1 14
4 19 53 1
4 20 1 5
4 25 41 14
5 0 2 2
5 1 74 26
5 2 3 28
5 3 2 12
5 4 119 27
5 8 44 20
5 9 12 1
5 10 122 1
5 12 7 5
5 16 2 5
5 17 1 8
5 18 5 1
5 24 3 5
5 26 1 29
5 27 3 4
6 1 82 1
6 3 121 1
6 4 22 4
6 5 7 15
6 7 9 23
6 8 15 1
6 9 1 29
6 10 100 17
6 13 2 18
6 14 24 10
6 16 90 9
6 19 1 1
6 20 120 1
6 23 3 12
6 25 6 6
7 0 207 1
7 1 1 7
7 2 5 21
7 3 2 16
7 5 36 1
7 6 377 1
7 8 140 1
7 9 74 1
7 10 316 1
7 11 21 1
7 13 2 6
7 14 2 19
7 15 68 1
7 17 57 4
7 18 4 10
7 20 13 14
7 21 57 11
7 23 1 19
7 24 8 18
7 25 185 6
7 26 53 1
8 0 2 13
8 1 2 6
8 2 62 1
8 3 1 25
8 5 113 19
8 6 17 29
8 7 42 1
8 9 1 25
8 10 116 1
8 11 58 1
8 13 1 18
8 14 76 13
8 16 2 20
8 19 14 1
8 20 69 1
8 24 2 22
8 25 118 1
9 1 139 21
9 4 55 18
9 5 316 1
9 6 2 11
9 7 6 1
9 8 238 10
9 10 2 7
9 12 78 6
9 14 134 3
9 15 5 7
9 20 1 9
9 26 1 21
10 0 2 29
10 1 40 14
10 2 47 1
10 3 29 3
10 6 1 20
10 7 3 6
10 8 66 1
10 9 39 1
10 11 1 23
10 13 1 28
10 14 238 1
10 17 1 11
10 20 1 5
10 24 67 1
10 25 3 7
11 0 163 2
11 1 1 4
11 2 1 11
11 3 71 1
11 4 119 1
11 6 1 14
11 7 351 1
11 8 100 1
11 10 25 1
11 13 85 2
11 14 84 1
11 15 45 2
11 17 15 4
11 18 85 1
11 19 1 20
11 22 53 2
11 24 17 1
11 25 8 1
11 27 6 23
12 1 99 1
12 6 2 18
12 7 1 20
12 8 159 3
12 10 2 3
12 11 125 1
12 13 21 10
12 15 1 23
12 17 44 1
12 18 2 11
13 1 74 4
13 3 11 3
13 6 1 8
13 11 129 1
13 12 6 23
13 14 4 24
13 16 1 15
13 22 8 28
13 27 9 27
14 1 5 28
14 3 3 3
14 5 5 2
14 7 139 24
14 8 1 13
14 9 1 15
14 10 10 2
14 11 73 1
14 13 4 2
14 15 18 1
14 17 18 1
14 21 11 24
15 1 65 2
15 2 1 17
15 7 6 9
15 8 41 3
15 10 38 2
15 11 96 1
15 13 4 4
15 18 29 11
15 25 3 22
16 0 3 3
16 1 2 14
16 3 5 16
16 5 2 2
16 8 2 11
16 17 46 10
16 18 86 1
16 24 2 7
17 0 1 25
17 1 208 1
17 2 1 17
17 3 45 2
17 6 1 28
17 7 139 3
17 9 1 11
17 12 30 1
17 16 1 29
17 19 1 11
17 21 3 21
17 24 62 15
18 0 54 3
18 1 1 9
18 3 1 8
18 4 3 1
18 7 100 2
18 14 18 21
18 23 16 15
18 25 9 9
19 0 125 28
19 4 25 1
19 12 2 1
19 15 1 13
19 21 2 12
19 27 2 23
20 2 88 1
20 11 1 1
20 14 10 24
20 25 2 1
21 3 1 21
21 7 4 15
21 10 6 12
21 12 56 1
22 4 46 1
22 7 69 1
22 9 9 5
22 11 110 1
22 14 1 5
23 0 32 1
23 7 1 29
23 8 11 13
23 10 36 1
23 11 5 23
23 14 4 21
23 20 1 2
24 0 2 1
24 1 2 3
24 3 2 15
24 4 1 3
24 5 2 11
24 7 126 1
24 8 3 14
24 9 21 1
24 12 51 14
24 15 18 1
24 16 2 3
24 17 1 4
24 25 2 14
24 27 21 5
25 6 67 13
25 7 4 16
25 8 54 23
25 11 6 1
26 14 16 5
26 24 13 1
26 25 27 1
26 27 5 23
27 7 1 25
27 8 37 1
27 12 46 14
27 13 11 1
27 17 49 6
27 26 1 29
