0 1 2 3
0 2 33 1
0 3 81 1
0 4 42 23
0 5 48 1
0 7 202 1
0 8 28 1
0 11 1 20
0 16 5 20
0 17 1 11
0 18 2 2
0 19 1 27
0 20 120 1
0 23 43 5
0 24 192 1
1 0 279 1
1 2 85 1
1 3 13 22
1 4 1 15
1 5 27 4
1 6 3 3
1 7 10 21
1 8 6 19
1 9 73 28
1 10 2 25
1 11 80 1
1 12 1 12
1 16 1 29
1 17 5 9
1 18 141 2
1 19 2 14
1 20 2 23
1 24 29 2
2 1 122 1
2 4 4 15
2 6 1 2
2 7 96 1
2 8 5 29
2 9 93 1
2 12 4 16
2 14 6 5
2 18 2 2
2 19 1 9
2 23 1 11
2 25 1 7
3 0 2 13
3 1 202 26
3 2 10 1
3 4 1 23
3 6 1 7
3 7 30 28
3 8 1 1
3 9 8 22
3 11 124 21
3 16 105 25
3 17 1 29
3 20 119 21
3 22 17 23
4 0 2 8
4 1 3 12
4 3 90 1
4 5 3 22
4 6 157 1
4 8 7 3
4 9 332 1
4 10 8 2
4 13 4 20
4 14 47 4
4 17 11 1
4 18 8 1
4 22 6 23
4 26 52 12
5 0 96 1
5 1 5 1
5 2 12 3
5 3 142 1
5 4 4 16
5 6 120 1
5 7 190 2
5 8 204 1
5 9 4 26
5 11 3 24
5 16 98 1
5 17 33 12
5 24 128 1
6 0 56 1
6 1 2 15
6 3 200 5
6 4 13 1
6 5 25 1
6 7 6 6
6 9 164 14
6 10 2 4
6 11 104 1
6 12 8 26
6 15 44 4
6 17 9 1
6 18 2 17
6 19 1 21
6 21 1 26
6 22 10 2
7 0 324 29
7 1 252 1
7 2 88 1
7 3 120 1
7 6 1 10
7 8 1 25
7 11 253 1
7 12 1 12
7 13 4 8
7 20 205 1
7 21 4 5
7 23 11 24
7 24 1 1
7 25 1 14
8 0 180 29
8 1 27 1
8 2 5 1
8 3 38 1
8 4 1 6
8 5 23 16
8 6 362 1
8 7 113 1
8 9 9 5
8 10 7 14
8 11 18 1
8 12 7 7
8 13 144 17
8 14 2 20
8 16 69 1
8 18 1 16
8 20 46 1
8 22 1 22
8 24 36 21
8 25 104 3
9 0 2 25
9 1 1 21
9 2 1 6
9 3 1 16
9 4 39 2
9 5 289 1
9 6 9 20
9 7 1 2
9 8 1 5
9 10 109 1
9 12 11 3
9 13 90 1
9 17 6 10
9 18 1 28
9 22 1 25
9 24 1 12
10 2 212 1
10 4 20 2
10 5 27 1
10 7 1 14
10 8 12 6
10 9 21 20
10 11 7 13
10 12 233 2
10 13 1 7
10 14 216 1
10 15 1 6
10 18 84 3
10 20 129 4
10 22 1 1
10 23 23 12
11 0 63 2
11 1 16 1
11 2 111 1
11 3 15 1
11 4 2 6
11 5 112 8
11 6 1 2
11 7 107 1
11 8 143 1
11 9 2 21
11 10 1 7
11 13 21 28
11 14 158 1
11 16 3 1
11 17 184 25
11 18 102 1
11 20 191 1
11 23 187 15
11 24 264 1
11 25 3 26
11 26 1 29
11 27 1 14
12 5 11 28
12 6 84 2
12 9 14 1
12 10 111 1
12 18 11 26
12 19 2 11
12 21 3 11
12 24 44 2
12 26 1 26
13 3 1 16
13 4 84 1
13 10 11 15
13 11 4 10
13 12 2 29
13 19 1 25
14 1 89 20
14 7 1 9
14 8 132 1
14 10 35 10
14 11 1 21
14 15 13 1
14 16 2 25
14 19 9 2
14 22 4 1
14 23 9 6
14 24 22 12
15 3 1 13
15 7 35 1
15 8 1 22
15 9 46 3
15 10 6 9
15 11 6 7
15 12 49 2
15 14 1 16
15 24 4 23
15 25 21 1
16 0 199 6
16 1 137 2
16 3 20 1
16 4 73 3
16 5 33 16
16 8 76 1
16 17 81 16
16 18 1 29
16 24 104 1
16 25 4 1
16 26 25 24
17 0 64 1
17 1 2 1
17 5 104 1
17 6 1 13
17 8 45 1
17 9 133 1
17 10 24 5
17 14 11 9
17 15 33 10
17 16 4 24
17 18 32 1
17 19 71 4
18 1 4 17
18 4 41 1
18 6 16 1
18 12 1 11
18 15 1 26
18 16 1 15
18 19 18 7
19 0 65 1
19 4 109 25
19 7 5 28
19 12 2 29
19 17 12 5
19 18 1 25
19 20 3 24
19 21 4 27
20 0 2 26
20 1 3 1
20 2 1 16
20 3 8 3
20 5 62 2
20 7 1 1
20 10 8 1
20 18 69 4
20 19 159 1
20 26 42 6
21 0 31 19
21 1 47 5
21 5 1 20
21 14 16 3
21 22 3 13
21 26 1 1
22 0 5 11
22 1 11 2
22 6 80 3
22 7 90 2
22 8 10 16
22 9 32 3
22 11 1 24
22 12 1 21
22 13 4 3
23 2 1 28
23 4 18 1
23 10 4 25
23 11 3 4
23 12 39 28
23 15 2 20
23 19 1 22
23 26 1 26
24 0 183 1
24 1 172 17
24 3 3 25
24 4 1 12
24 5 33 1
24 6 27 5
24 7 4 2
24 8 131 15
24 10 1 18
24 11 34 1
24 13 16 2
24 14 2 17
24 16 82 26
24 18 1 6
24 20 69 1
24 27 1 28
25 7 6 27
25 8 121 1
25 9 3 4
25 10 24 8
25 11 1 15
25 14 25 10
25 27 1 12
26 1 1 1
26 2 1 17
26 4 5 2
26 13 1 1
26 27 2 25
27 1 1 23
27 4 52 10
27 5 7 27
27 16 1 15
27 22 3 10
